EGF,ECM,alpha_q_lig,alpha_i_lig,alpha_s_lig,alpha_12_13_lig,stress,IL1_TNF,Extpump,Fas,Wnt,Tgf-b,DNA_damage
1,1,0,0,0,0,0,0,0,0,1,0,0
