#,Associated Cell Fates,Steady State Probability,Cln3,MBF,SBF,Cln1-2,Cdh1,Swi5,Cdc20,Clb5-6,Sic1,Clb1-2,Mcm1
412,,2.9186e-07,0,0,1,1,0,0,1,1,0,1,1
413,,1.0195e-11,0,0,1,1,0,0,1,1,1,0,0
414,,3.5043e-14,0,0,1,1,0,0,1,1,1,0,1
415,,7.705e-15,0,0,1,1,0,0,1,1,1,1,0
416,,1.8509e-14,0,0,1,1,0,0,1,1,1,1,1
417,,0.00023079,0,0,1,1,0,1,0,0,0,0,0
418,,3.4771e-07,0,0,1,1,0,1,0,0,0,0,1
419,,1.2565e-07,0,0,1,1,0,1,0,0,0,1,0
420,,3.538e-10,0,0,1,1,0,1,0,0,0,1,1
421,,1.4266e-06,0,0,1,1,0,1,0,0,1,0,0
422,,1.4775e-09,0,0,1,1,0,1,0,0,1,0,1
423,,6.2061e-11,0,0,1,1,0,1,0,0,1,1,0
424,,8.3342e-14,0,0,1,1,0,1,0,0,1,1,1
425,,1.216e-07,0,0,1,1,0,1,0,1,0,0,0
426,,1.6169e-09,0,0,1,1,0,1,0,1,0,0,1
427,,1.273e-10,0,0,1,1,0,1,0,1,0,1,0
428,,1.1706e-07,0,0,1,1,0,1,0,1,0,1,1
429,,6.2843e-11,0,0,1,1,0,1,0,1,1,0,0
430,,1.9277e-13,0,0,1,1,0,1,0,1,1,0,1
431,,8.4865e-15,0,0,1,1,0,1,0,1,1,1,0
432,,9.976e-15,0,0,1,1,0,1,0,1,1,1,1
433,,1.0539e-06,0,0,1,1,0,1,1,0,0,0,0
434,,2.2485e-10,0,0,1,1,0,1,1,0,0,0,1
435,,0.00011591,0,0,1,1,0,1,1,0,0,1,0
436,,6.9838e-09,0,0,1,1,0,1,1,0,0,1,1
437,,8.7598e-08,0,0,1,1,0,1,1,0,1,0,0
438,,2.0037e-10,0,0,1,1,0,1,1,0,1,0,1
439,,6.4291e-09,0,0,1,1,0,1,1,0,1,1,0
440,,1.9645e-10,0,0,1,1,0,1,1,0,1,1,1
441,,2.2723e-10,0,0,1,1,0,1,1,1,0,0,0
442,,1.9916e-12,0,0,1,1,0,1,1,1,0,0,1
443,,1.1768e-07,0,0,1,1,0,1,1,1,0,1,0
444,,4.8565e-07,0,0,1,1,0,1,1,1,0,1,1
445,,4.0677e-12,0,0,1,1,0,1,1,1,1,0,0
446,,2.7901e-13,0,0,1,1,0,1,1,1,1,0,1
447,,6.7284e-12,0,0,1,1,0,1,1,1,1,1,0
448,,3.2279e-12,0,0,1,1,0,1,1,1,1,1,1
449,,6.4147e-05,0,0,1,1,1,0,0,0,0,0,0
450,,6.4213e-08,0,0,1,1,1,0,0,0,0,0,1
451,,8.0628e-09,0,0,1,1,1,0,0,0,0,1,0
452,,8.0804e-12,0,0,1,1,1,0,0,0,0,1,1
453,,0.00053764,0,0,1,1,1,0,0,0,1,0,0
454,,5.3818e-07,0,0,1,1,1,0,0,0,1,0,1
455,,1.0736e-11,0,0,1,1,1,0,0,0,1,1,0
456,,1.075e-14,0,0,1,1,1,0,0,0,1,1,1
457,,1.2241e-07,0,0,1,1,1,0,0,1,0,0,0
458,,1.2519e-10,0,0,1,1,1,0,0,1,0,0,1
459,,1.0864e-11,0,0,1,1,1,0,0,1,0,1,0
460,,9.3381e-12,0,0,1,1,1,0,0,1,0,1,1
461,,2.5311e-08,0,0,1,1,1,0,0,1,1,0,0
462,,2.5337e-11,0,0,1,1,1,0,0,1,1,0,1
463,,1.1796e-14,0,0,1,1,1,0,0,1,1,1,0
464,,4.3326e-16,0,0,1,1,1,0,0,1,1,1,1
465,,6.4214e-08,0,0,1,1,1,0,1,0,0,0,0
466,,6.9762e-11,0,0,1,1,1,0,1,0,0,0,1
467,,8.3372e-12,0,0,1,1,1,0,1,0,0,1,0
468,,1.8189e-14,0,0,1,1,1,0,1,0,0,1,1
469,,5.3821e-07,0,0,1,1,1,0,1,0,1,0,0
470,,5.3932e-10,0,0,1,1,1,0,1,0,1,0,1
471,,1.2947e-14,0,0,1,1,1,0,1,0,1,1,0
472,,2.1886e-16,0,0,1,1,1,0,1,0,1,1,1
473,,1.2253e-10,0,0,1,1,1,0,1,1,0,0,0
474,,1.2557e-13,0,0,1,1,1,0,1,1,0,0,1
475,,1.1151e-14,0,0,1,1,1,0,1,1,0,1,0
476,,9.6631e-15,0,0,1,1,1,0,1,1,0,1,1
477,,2.5338e-11,0,0,1,1,1,0,1,1,1,0,0
478,,2.5395e-14,0,0,1,1,1,0,1,1,1,0,1
479,,1.2894e-17,0,0,1,1,1,0,1,1,1,1,0
480,,4.7592e-19,0,0,1,1,1,0,1,1,1,1,1
481,,2.4371e-07,0,0,1,1,1,1,0,0,0,0,0
482,,3.0762e-10,0,0,1,1,1,1,0,0,0,0,1
483,,1.3542e-11,0,0,1,1,1,1,0,0,0,1,0
484,,2.1519e-14,0,0,1,1,1,1,0,0,0,1,1
485,,5.6268e-06,0,0,1,1,1,1,0,0,1,0,0
486,,5.7404e-09,0,0,1,1,1,1,0,0,1,0,1
487,,1.4388e-11,0,0,1,1,1,1,0,0,1,1,0
488,,1.7059e-14,0,0,1,1,1,1,0,0,1,1,1
489,,1.3065e-10,0,0,1,1,1,1,0,1,0,0,0
490,,5.3541e-13,0,0,1,1,1,1,0,1,0,0,1
491,,1.1364e-14,0,0,1,1,1,1,0,1,0,1,0
492,,9.5326e-15,0,0,1,1,1,1,0,1,0,1,1
493,,4.7962e-11,0,0,1,1,1,1,0,1,1,0,0
494,,3.926e-13,0,0,1,1,1,1,0,1,1,0,1
495,,6.6782e-16,0,0,1,1,1,1,0,1,1,1,0
496,,1.6914e-17,0,0,1,1,1,1,0,1,1,1,1
497,,5.9282e-08,0,0,1,1,1,1,1,0,0,0,0
498,,2.8259e-12,0,0,1,1,1,1,1,0,0,0,1
499,,5.5375e-09,0,0,1,1,1,1,1,0,0,1,0
500,,3.4383e-13,0,0,1,1,1,1,1,0,0,1,1
501,,6.4626e-07,0,0,1,1,1,1,1,0,1,0,0
502,,3.0508e-11,0,0,1,1,1,1,1,0,1,0,1
503,,3.1218e-11,0,0,1,1,1,1,1,0,1,1,0
504,,1.9759e-13,0,0,1,1,1,1,1,0,1,1,1
505,,1.1733e-10,0,0,1,1,1,1,1,1,0,0,0
506,,5.8446e-15,0,0,1,1,1,1,1,1,0,0,1
507,,5.7656e-12,0,0,1,1,1,1,1,1,0,1,0
508,,2.687e-12,0,0,1,1,1,1,1,1,0,1,1
509,,2.5591e-11,0,0,1,1,1,1,1,1,1,0,0
510,,1.5506e-15,0,0,1,1,1,1,1,1,1,0,1
511,,2.8715e-15,0,0,1,1,1,1,1,1,1,1,0
512,,3.0455e-16,0,0,1,1,1,1,1,1,1,1,1
513,,0.00019628,0,1,0,0,0,0,0,0,0,0,0
514,,3.2858e-07,0,1,0,0,0,0,0,0,0,0,1
515,,8.432e-08,0,1,0,0,0,0,0,0,0,1,0
516,,9.0881e-09,0,1,0,0,0,0,0,0,0,1,1
517,,0.014525,0,1,0,0,0,0,0,0,1,0,0
518,,1.4539e-05,0,1,0,0,0,0,0,0,1,0,1
519,,6.5577e-07,0,1,0,0,0,0,0,0,1,1,0
520,,6.5687e-10,0,1,0,0,0,0,0,0,1,1,1
521,,0.00019569,0,1,0,0,0,0,0,1,0,0,0
522,,0.00023742,0,1,0,0,0,0,0,1,0,0,1
523,,2.044e-07,0,1,0,0,0,0,0,1,0,1,0
524,,0.00019607,0,1,0,0,0,0,0,1,0,1,1
525,,1.4855e-05,0,1,0,0,0,0,0,1,1,0,0
526,,1.3229e-07,0,1,0,0,0,0,0,1,1,0,1
527,,1.0444e-09,0,1,0,0,0,0,0,1,1,1,0
528,,9.0477e-09,0,1,0,0,0,0,0,1,1,1,1
529,,1.9649e-07,0,1,0,0,0,0,1,0,0,0,0
530,,1.3347e-09,0,1,0,0,0,0,1,0,0,0,1
531,,8.9658e-11,0,1,0,0,0,0,1,0,0,1,0
532,,3.9148e-09,0,1,0,0,0,0,1,0,0,1,1
533,,1.454e-05,0,1,0,0,0,0,1,0,1,0,0
534,,2.0064e-08,0,1,0,0,0,0,1,0,1,0,1
535,,6.5743e-10,0,1,0,0,0,0,1,0,1,1,0
536,,1.021e-10,0,1,0,0,0,0,1,0,1,1,1
537,,1.9589e-07,0,1,0,0,0,0,1,1,0,0,0
538,,2.3766e-07,0,1,0,0,0,0,1,1,0,0,1
539,,2.4036e-10,0,1,0,0,0,0,1,1,0,1,0
540,,4.1844e-07,0,1,0,0,0,0,1,1,0,1,1
541,,1.4871e-08,0,1,0,0,0,0,1,1,1,0,0
542,,2.7155e-10,0,1,0,0,0,0,1,1,1,0,1
543,,1.7871e-12,0,1,0,0,0,0,1,1,1,1,0
544,,1.593e-11,0,1,0,0,0,0,1,1,1,1,1
545,,1.9786e-07,0,1,0,0,0,1,0,0,0,0,0
546,,7.2424e-10,0,1,0,0,0,1,0,0,0,0,1
547,,8.9644e-11,0,1,0,0,0,1,0,0,0,1,0
548,,1.4589e-11,0,1,0,0,0,1,0,0,0,1,1
549,,1.4565e-05,0,1,0,0,0,1,0,0,1,0,0
550,,4.4315e-08,0,1,0,0,0,1,0,0,1,0,1
551,,6.5643e-10,0,1,0,0,0,1,0,0,1,1,0
552,,6.6106e-12,0,1,0,0,0,1,0,0,1,1,1
553,,1.9589e-07,0,1,0,0,0,1,0,1,0,0,0
554,,4.3353e-07,0,1,0,0,0,1,0,1,0,0,1
555,,2.305e-10,0,1,0,0,0,1,0,1,0,1,0
556,,2.073e-07,0,1,0,0,0,1,0,1,0,1,1
557,,1.4671e-08,0,1,0,0,0,1,0,1,1,0,0
558,,1.0674e-09,0,1,0,0,0,1,0,1,1,0,1
559,,9.8918e-13,0,1,0,0,0,1,0,1,1,1,0
560,,9.3514e-11,0,1,0,0,0,1,0,1,1,1,1
561,,2.3429e-07,0,1,0,0,0,1,1,0,0,0,0
562,,1.4395e-10,0,1,0,0,0,1,1,0,0,0,1
563,,1.1164e-07,0,1,0,0,0,1,1,0,0,1,0
564,,1.0835e-07,0,1,0,0,0,1,1,0,0,1,1
565,,1.4615e-05,0,1,0,0,0,1,1,0,1,0,0
566,,2.3503e-07,0,1,0,0,0,1,1,0,1,0,1
567,,1.4934e-08,0,1,0,0,0,1,1,0,1,1,0
568,,9.6775e-08,0,1,0,0,0,1,1,0,1,1,1
569,,7.0085e-10,0,1,0,0,0,1,1,1,0,0,0
570,,8.3549e-08,0,1,0,0,0,1,1,1,0,0,1
571,,5.6546e-07,0,1,0,0,0,1,1,1,0,1,0
572,,0.0002378,0,1,0,0,0,1,1,1,0,1,1
573,,1.469e-08,0,1,0,0,0,1,1,1,1,0,0
574,,1.3866e-07,0,1,0,0,0,1,1,1,1,0,1
575,,1.1565e-09,0,1,0,0,0,1,1,1,1,1,0
576,,9.5856e-08,0,1,0,0,0,1,1,1,1,1,1
577,,0.00014136,0,1,0,0,1,0,0,0,0,0,0
578,,1.4151e-07,0,1,0,0,1,0,0,0,0,0,1
579,,2.7192e-09,0,1,0,0,1,0,0,0,0,1,0
580,,3.128e-12,0,1,0,0,1,0,0,0,0,1,1
581,,0.083414,0,1,0,0,1,0,0,0,1,0,0
582,,8.3497e-05,0,1,0,0,1,0,0,0,1,0,1
583,,8.3362e-10,0,1,0,0,1,0,0,0,1,1,0
584,,8.3449e-13,0,1,0,0,1,0,0,0,1,1,1
585,,0.00014038,0,1,0,0,1,0,0,1,0,0,0
586,,1.5129e-07,0,1,0,0,1,0,0,1,0,0,1
587,,6.5559e-09,0,1,0,0,1,0,0,1,0,1,0
588,,8.8484e-09,0,1,0,0,1,0,0,1,0,1,1
589,,8.3271e-05,0,1,0,0,1,0,0,1,1,0,0
590,,8.3499e-08,0,1,0,0,1,0,0,1,1,0,1
591,,1.4177e-11,0,1,0,0,1,0,0,1,1,1,0
592,,4.3126e-13,0,1,0,0,1,0,0,1,1,1,1
593,,1.4151e-07,0,1,0,0,1,0,1,0,0,0,0
594,,1.4183e-10,0,1,0,0,1,0,1,0,0,0,1
595,,2.7298e-12,0,1,0,0,1,0,1,0,0,1,0
596,,1.7896e-13,0,1,0,0,1,0,1,0,0,1,1
597,,8.3501e-05,0,1,0,0,1,0,1,0,1,0,0
598,,8.3605e-08,0,1,0,0,1,0,1,0,1,0,1
599,,1.0329e-12,0,1,0,0,1,0,1,0,1,1,0
600,,9.7908e-14,0,1,0,0,1,0,1,0,1,1,1
601,,1.4053e-07,0,1,0,0,1,0,1,1,0,0,0
602,,1.5143e-10,0,1,0,0,1,0,1,1,0,0,1
603,,6.5842e-12,0,1,0,0,1,0,1,1,0,1,0
604,,9.4134e-12,0,1,0,0,1,0,1,1,0,1,1
605,,8.3359e-08,0,1,0,0,1,0,1,1,1,0,0
606,,8.3464e-11,0,1,0,0,1,0,1,1,1,0,1
607,,1.5558e-14,0,1,0,0,1,0,1,1,1,1,0
608,,4.3442e-15,0,1,0,0,1,0,1,1,1,1,1
609,,1.4626e-07,0,1,0,0,1,1,0,0,0,0,0
610,,4.3111e-10,0,1,0,0,1,1,0,0,0,0,1
611,,2.7306e-12,0,1,0,0,1,1,0,0,0,1,0
612,,1.2952e-14,0,1,0,0,1,1,0,0,0,1,1
613,,0.00028582,0,1,0,0,1,1,0,0,1,0,0
614,,4.5284e-07,0,1,0,0,1,1,0,0,1,0,1
615,,2.9609e-11,0,1,0,0,1,1,0,0,1,1,0
616,,4.4662e-14,0,1,0,0,1,1,0,0,1,1,1
617,,1.4054e-07,0,1,0,0,1,1,0,1,0,0,0
618,,1.3984e-07,0,1,0,0,1,1,0,1,0,0,1
619,,6.5847e-12,0,1,0,0,1,1,0,1,0,1,0
620,,1.6102e-11,0,1,0,0,1,1,0,1,0,1,1
621,,9.2675e-08,0,1,0,0,1,1,0,1,1,0,0
622,,1.3994e-07,0,1,0,0,1,1,0,1,1,0,1
623,,2.8166e-14,0,1,0,0,1,1,0,1,1,1,0
624,,6.4336e-12,0,1,0,0,1,1,0,1,1,1,1
625,,1.4205e-07,0,1,0,0,1,1,1,0,0,0,0
626,,7.0998e-12,0,1,0,0,1,1,1,0,0,0,1
627,,1.7346e-10,0,1,0,0,1,1,1,0,0,1,0
628,,6.1614e-12,0,1,0,0,1,1,1,0,0,1,1
629,,8.6529e-05,0,1,0,0,1,1,1,0,1,0,0
630,,4.6235e-09,0,1,0,0,1,1,1,0,1,0,1
631,,3.9436e-09,0,1,0,0,1,1,1,0,1,1,0
632,,9.6937e-11,0,1,0,0,1,1,1,0,1,1,1
633,,1.4074e-07,0,1,0,0,1,1,1,1,0,0,0
634,,1.6656e-10,0,1,0,0,1,1,1,1,0,0,1
635,,4.7853e-10,0,1,0,0,1,1,1,1,0,1,0
636,,1.1008e-08,0,1,0,0,1,1,1,1,0,1,1
637,,8.4138e-08,0,1,0,0,1,1,1,1,1,0,0
638,,1.8172e-10,0,1,0,0,1,1,1,1,1,0,1
639,,5.5062e-12,0,1,0,0,1,1,1,1,1,1,0
640,,8.3935e-11,0,1,0,0,1,1,1,1,1,1,1
641,,1.0381e-06,0,1,0,1,0,0,0,0,0,0,0
642,,1.1806e-09,0,1,0,1,0,0,0,0,0,0,1
643,,2.0959e-10,0,1,0,1,0,0,0,0,0,1,0
644,,6.0616e-11,0,1,0,1,0,0,0,0,0,1,1
645,,1.4654e-05,0,1,0,1,0,0,0,0,1,0,0
646,,1.4669e-08,0,1,0,1,0,0,0,0,1,0,1
647,,6.6135e-10,0,1,0,1,0,0,0,0,1,1,0
648,,6.6246e-13,0,1,0,1,0,0,0,0,1,1,1
649,,1.3231e-06,0,1,0,1,0,0,0,1,0,0,0
650,,2.9862e-07,0,1,0,1,0,0,0,1,0,0,1
651,,1.3825e-09,0,1,0,1,0,0,0,1,0,1,0
652,,1.3204e-06,0,1,0,1,0,0,0,1,0,1,1
653,,1.5205e-08,0,1,0,1,0,0,0,1,1,0,0
654,,1.3304e-10,0,1,0,1,0,0,0,1,1,0,1
655,,1.271e-12,0,1,0,1,0,0,0,1,1,1,0
656,,9.1808e-12,0,1,0,1,0,0,0,1,1,1,1
657,,1.0394e-09,0,1,0,1,0,0,1,0,0,0,0
658,,5.2621e-09,0,1,0,1,0,0,1,0,0,0,1
659,,4.6888e-13,0,1,0,1,0,0,1,0,0,1,0
660,,5.2507e-09,0,1,0,1,0,0,1,0,0,1,1
661,,1.4669e-08,0,1,0,1,0,0,1,0,1,0,0
662,,4.1155e-11,0,1,0,1,0,0,1,0,1,0,1
663,,6.6303e-13,0,1,0,1,0,0,1,0,1,1,0
664,,1.0869e-13,0,1,0,1,0,0,1,0,1,1,1
665,,1.3245e-09,0,1,0,1,0,0,1,1,0,0,0
666,,2.9939e-10,0,1,0,1,0,0,1,1,0,0,1
667,,4.0944e-12,0,1,0,1,0,0,1,1,0,1,0
668,,5.917e-08,0,1,0,1,0,0,1,1,0,1,1
669,,1.5221e-11,0,1,0,1,0,0,1,1,1,0,0
670,,2.7853e-13,0,1,0,1,0,0,1,1,1,0,1
671,,2.2285e-15,0,1,0,1,0,0,1,1,1,1,0
672,,1.9175e-14,0,1,0,1,0,0,1,1,1,1,1
673,,2.2005e-09,0,1,0,1,0,1,0,0,0,0,0
674,,5.1611e-12,0,1,0,1,0,1,0,0,0,0,1
675,,2.7288e-13,0,1,0,1,0,1,0,0,0,1,0
676,,6.6707e-14,0,1,0,1,0,1,0,0,0,1,1
677,,1.5711e-08,0,1,0,1,0,1,0,0,1,0,0
678,,4.6462e-11,0,1,0,1,0,1,0,0,1,0,1
679,,6.9909e-13,0,1,0,1,0,1,0,0,1,1,0
680,,6.8674e-15,0,1,0,1,0,1,0,0,1,1,1
681,,1.3234e-09,0,1,0,1,0,1,0,1,0,0,0
682,,1.7382e-09,0,1,0,1,0,1,0,1,0,0,1
683,,1.4635e-12,0,1,0,1,0,1,0,1,0,1,0
684,,1.3359e-09,0,1,0,1,0,1,0,1,0,1,1
685,,1.5757e-11,0,1,0,1,0,1,0,1,1,0,0
686,,1.196e-12,0,1,0,1,0,1,0,1,1,0,1
687,,1.1851e-15,0,1,0,1,0,1,0,1,1,1,0
688,,9.3934e-14,0,1,0,1,0,1,0,1,1,1,1
689,,8.4575e-10,0,1,0,1,0,1,1,0,0,0,0
690,,4.1974e-13,0,1,0,1,0,1,1,0,0,0,1
691,,2.3292e-10,0,1,0,1,0,1,1,0,0,1,0
692,,9.6438e-11,0,1,0,1,0,1,1,0,0,1,1
693,,1.4744e-08,0,1,0,1,0,1,1,0,1,0,0
694,,2.3997e-10,0,1,0,1,0,1,1,0,1,0,1
695,,1.507e-11,0,1,0,1,0,1,1,0,1,1,0
696,,1.0127e-10,0,1,0,1,0,1,1,0,1,1,1
697,,3.4502e-12,0,1,0,1,0,1,1,1,0,0,0
698,,8.5091e-11,0,1,0,1,0,1,1,1,0,0,1
699,,1.7951e-09,0,1,0,1,0,1,1,1,0,1,0
700,,3.0384e-07,0,1,0,1,0,1,1,1,0,1,1
701,,1.4822e-11,0,1,0,1,0,1,1,1,1,0,0
702,,1.3908e-10,0,1,0,1,0,1,1,1,1,0,1
703,,1.5252e-12,0,1,0,1,0,1,1,1,1,1,0
704,,9.6376e-11,0,1,0,1,0,1,1,1,1,1,1
705,,1.423e-07,0,1,0,1,1,0,0,0,0,0,0
706,,1.4245e-10,0,1,0,1,1,0,0,0,0,0,1
707,,2.7307e-12,0,1,0,1,1,0,0,0,0,1,0
708,,3.1432e-15,0,1,0,1,1,0,0,0,0,1,1
709,,8.4201e-05,0,1,0,1,1,0,0,0,1,0,0
710,,8.4286e-08,0,1,0,1,1,0,0,0,1,0,1
711,,8.4079e-13,0,1,0,1,1,0,0,0,1,1,0
712,,8.4167e-16,0,1,0,1,1,0,0,0,1,1,1
713,,1.9926e-07,0,1,0,1,1,0,0,1,0,0,0
714,,2.1026e-10,0,1,0,1,1,0,0,1,0,0,1
715,,9.3549e-12,0,1,0,1,1,0,0,1,0,1,0
716,,8.9313e-12,0,1,0,1,1,0,0,1,0,1,1
717,,8.4176e-08,0,1,0,1,1,0,0,1,1,0,0
718,,8.4406e-11,0,1,0,1,1,0,0,1,1,0,1
719,,1.9707e-14,0,1,0,1,1,0,0,1,1,1,0
720,,4.4043e-16,0,1,0,1,1,0,0,1,1,1,1
721,,1.4245e-10,0,1,0,1,1,0,1,0,0,0,0
722,,3.8155e-13,0,1,0,1,1,0,1,0,0,0,1
723,,2.7416e-15,0,1,0,1,1,0,1,0,0,1,0
724,,6.0966e-16,0,1,0,1,1,0,1,0,0,1,1
725,,8.429e-08,0,1,0,1,1,0,1,0,1,0,0
726,,8.4438e-11,0,1,0,1,1,0,1,0,1,0,1
727,,1.042e-15,0,1,0,1,1,0,1,0,1,1,0
728,,1.0315e-16,0,1,0,1,1,0,1,0,1,1,1
729,,1.9947e-10,0,1,0,1,1,0,1,1,0,0,0
730,,2.1048e-13,0,1,0,1,1,0,1,1,0,0,1
731,,9.3963e-15,0,1,0,1,1,0,1,1,0,1,0
732,,9.6778e-15,0,1,0,1,1,0,1,1,0,1,1
733,,8.4265e-11,0,1,0,1,1,0,1,1,1,0,0
734,,8.4386e-14,0,1,0,1,1,0,1,1,1,0,1
735,,2.1425e-17,0,1,0,1,1,0,1,1,1,1,0
736,,4.38e-18,0,1,0,1,1,0,1,1,1,1,1
737,,1.4986e-10,0,1,0,1,1,1,0,0,0,0,0
738,,4.3571e-13,0,1,0,1,1,1,0,0,0,0,1
739,,2.7951e-15,0,1,0,1,1,1,0,0,0,1,0
740,,1.3128e-17,0,1,0,1,1,1,0,0,0,1,1
741,,2.922e-07,0,1,0,1,1,1,0,0,1,0,0
742,,4.5977e-10,0,1,0,1,1,1,0,0,1,0,1
743,,3.8859e-14,0,1,0,1,1,1,0,0,1,1,0
744,,5.4157e-17,0,1,0,1,1,1,0,0,1,1,1
745,,1.9947e-10,0,1,0,1,1,1,0,1,0,0,0
746,,1.4044e-10,0,1,0,1,1,1,0,1,0,0,1
747,,9.3965e-15,0,1,0,1,1,1,0,1,0,1,0
748,,1.6265e-14,0,1,0,1,1,1,0,1,0,1,1
749,,9.4081e-11,0,1,0,1,1,1,0,1,1,0,0
750,,1.4043e-10,0,1,0,1,1,1,0,1,1,0,1
751,,4.031e-17,0,1,0,1,1,1,0,1,1,1,0
752,,6.4558e-15,0,1,0,1,1,1,0,1,1,1,1
753,,1.4288e-10,0,1,0,1,1,1,1,0,0,0,0
754,,7.1597e-15,0,1,0,1,1,1,1,0,0,0,1
755,,1.7935e-13,0,1,0,1,1,1,1,0,0,1,0
756,,6.558e-15,0,1,0,1,1,1,1,0,0,1,1
757,,8.7326e-08,0,1,0,1,1,1,1,0,1,0,0
758,,4.6711e-12,0,1,0,1,1,1,1,0,1,0,1
759,,3.9799e-12,0,1,0,1,1,1,1,0,1,1,0
760,,1.0143e-13,0,1,0,1,1,1,1,0,1,1,1
761,,1.9972e-10,0,1,0,1,1,1,1,1,0,0,0
762,,1.6984e-13,0,1,0,1,1,1,1,1,0,0,1
763,,6.9912e-13,0,1,0,1,1,1,1,1,0,1,0
764,,1.1051e-11,0,1,0,1,1,1,1,1,0,1,1
765,,8.5107e-11,0,1,0,1,1,1,1,1,1,0,0
766,,1.8231e-13,0,1,0,1,1,1,1,1,1,0,1
767,,6.038e-15,0,1,0,1,1,1,1,1,1,1,0
768,,8.4191e-14,0,1,0,1,1,1,1,1,1,1,1
769,,8.5305e-05,0,1,1,0,0,0,0,0,0,0,0
770,,1.139e-07,0,1,1,0,0,0,0,0,0,0,1
771,,8.3556e-08,0,1,1,0,0,0,0,0,0,1,0
772,,2.4105e-10,0,1,1,0,0,0,0,0,0,1,1
773,,0.00010798,0,1,1,0,0,0,0,0,1,0,0
774,,1.0813e-07,0,1,1,0,0,0,0,0,1,0,1
775,,5.0292e-09,0,1,1,0,0,0,0,0,1,1,0
776,,5.0446e-12,0,1,1,0,0,0,0,0,1,1,1
777,,1.5243e-06,0,1,1,0,0,0,0,1,0,0,0
778,,5.9484e-07,0,1,1,0,0,0,0,1,0,0,1
779,,1.5959e-09,0,1,1,0,0,0,0,1,0,1,0
780,,1.6014e-06,0,1,1,0,0,0,0,1,0,1,1
781,,3.3591e-08,0,1,1,0,0,0,0,1,1,0,0
782,,2.7173e-10,0,1,1,0,0,0,0,1,1,0,1
783,,2.4794e-12,0,1,1,0,0,0,0,1,1,1,0
784,,2.2041e-11,0,1,1,0,0,0,0,1,1,1,1
785,,8.539e-08,0,1,1,0,0,0,1,0,0,0,0
786,,1.1493e-10,0,1,1,0,0,0,1,0,0,0,1
787,,8.873e-11,0,1,1,0,0,0,1,0,0,1,0
788,,6.8125e-13,0,1,1,0,0,0,1,0,0,1,1
789,,1.081e-07,0,1,1,0,0,0,1,0,1,0,0
790,,1.0874e-10,0,1,1,0,0,0,1,0,1,0,1
791,,5.2393e-12,0,1,1,0,0,0,1,0,1,1,0
792,,1.2478e-14,0,1,1,0,0,0,1,0,1,1,1
793,,1.5259e-09,0,1,1,0,0,0,1,1,0,0,0
794,,5.9545e-10,0,1,1,0,0,0,1,1,0,0,1
795,,1.7748e-12,0,1,1,0,0,0,1,1,0,1,0
796,,2.957e-09,0,1,1,0,0,0,1,1,0,1,1
797,,3.3626e-11,0,1,1,0,0,0,1,1,1,0,0
798,,5.5039e-13,0,1,1,0,0,0,1,1,1,0,1
799,,4.1855e-15,0,1,1,0,0,0,1,1,1,1,0
800,,3.5241e-14,0,1,1,0,0,0,1,1,1,1,1
801,,8.6984e-08,0,1,1,0,0,1,0,0,0,0,0
802,,2.0221e-10,0,1,1,0,0,1,0,0,0,0,1
803,,8.8911e-11,0,1,1,0,0,1,0,0,0,1,0
804,,4.1039e-13,0,1,1,0,0,1,0,0,0,1,1
805,,1.0937e-07,0,1,1,0,0,1,0,0,1,0,0
806,,1.8307e-10,0,1,1,0,0,1,0,0,1,0,1
807,,5.0067e-12,0,1,1,0,0,1,0,0,1,1,0
808,,2.5286e-14,0,1,1,0,0,1,0,0,1,1,1
809,,1.5248e-09,0,1,1,0,0,1,0,1,0,0,0
810,,2.2327e-09,0,1,1,0,0,1,0,1,0,0,1
811,,1.706e-12,0,1,1,0,0,1,0,1,0,1,0
812,,1.6306e-09,0,1,1,0,0,1,0,1,0,1,1
813,,3.396e-11,0,1,1,0,0,1,0,1,1,0,0
814,,2.2632e-12,0,1,1,0,0,1,0,1,1,0,1
815,,2.3376e-15,0,1,1,0,0,1,0,1,1,1,0
816,,1.9143e-13,0,1,1,0,0,1,0,1,1,1,1
817,,1.1749e-07,0,1,1,0,0,1,1,0,0,0,0
818,,3.0304e-11,0,1,1,0,0,1,1,0,0,0,1
819,,1.1222e-07,0,1,1,0,0,1,1,0,0,1,0
820,,1.8078e-10,0,1,1,0,0,1,1,0,0,1,1
821,,1.1153e-07,0,1,1,0,0,1,1,0,1,0,0
822,,2.9425e-10,0,1,1,0,0,1,1,0,1,0,1
823,,4.1445e-10,0,1,1,0,0,1,1,0,1,1,0
824,,1.8026e-11,0,1,1,0,0,1,1,0,1,1,1
825,,9.7277e-12,0,1,1,0,0,1,1,1,0,0,0
826,,1.6891e-10,0,1,1,0,0,1,1,1,0,0,1
827,,2.4263e-09,0,1,1,0,0,1,1,1,0,1,0
828,,5.9723e-07,0,1,1,0,0,1,1,1,0,1,1
829,,3.307e-11,0,1,1,0,0,1,1,1,1,0,0
830,,2.7801e-10,0,1,1,0,0,1,1,1,1,0,1
831,,2.6978e-12,0,1,1,0,0,1,1,1,1,1,0
832,,1.9467e-10,0,1,1,0,0,1,1,1,1,1,1
833,,5.9049e-05,0,1,1,0,1,0,0,0,0,0,0
834,,5.911e-08,0,1,1,0,1,0,0,0,0,0,1
