#,Associated Cell Fates,Steady State Probability,Cln3,MBF,SBF,Cln1-2,Cdh1,Swi5,Cdc20,Clb5-6,Sic1,Clb1-2,Mcm1
835,,2.7285e-09,0,1,1,0,1,0,0,0,0,1,0
836,,2.736e-12,0,1,1,0,1,0,0,0,0,1,1
837,Excited G1 state,0.0007041,0,1,1,0,1,0,0,0,1,0,0
838,,7.048e-07,0,1,1,0,1,0,0,0,1,0,1
839,,1.1796e-11,0,1,1,0,1,0,0,0,1,1,0
840,,1.1811e-14,0,1,1,0,1,0,0,0,1,1,1
841,,3.4247e-07,0,1,1,0,1,0,0,1,0,0,0
842,,3.6703e-10,0,1,1,0,1,0,0,1,0,0,1
843,,1.6041e-11,0,1,1,0,1,0,0,1,0,1,0
844,,2.1514e-11,0,1,1,0,1,0,0,1,0,1,1
845,,1.9147e-07,0,1,1,0,1,0,0,1,1,0,0
846,,1.9195e-10,0,1,1,0,1,0,0,1,1,0,1
847,,3.4354e-14,0,1,1,0,1,0,0,1,1,1,0
848,,1.0453e-15,0,1,1,0,1,0,0,1,1,1,1
849,,5.9111e-08,0,1,1,0,1,0,1,0,0,0,0
850,,5.9169e-11,0,1,1,0,1,0,1,0,0,0,1
851,,2.7389e-12,0,1,1,0,1,0,1,0,0,1,0
852,,2.751e-15,0,1,1,0,1,0,1,0,0,1,1
853,,7.0493e-07,0,1,1,0,1,0,1,0,1,0,0
854,,7.0552e-10,0,1,1,0,1,0,1,0,1,0,1
855,,1.8103e-14,0,1,1,0,1,0,1,0,1,1,0
856,,1.9131e-17,0,1,1,0,1,0,1,0,1,1,1
857,,3.4283e-10,0,1,1,0,1,0,1,1,0,0,0
858,,3.6738e-13,0,1,1,0,1,0,1,1,0,0,1
859,,1.6112e-14,0,1,1,0,1,0,1,1,0,1,0
860,,2.2728e-14,0,1,1,0,1,0,1,1,0,1,1
861,,1.9167e-10,0,1,1,0,1,0,1,1,1,0,0
862,,1.919e-13,0,1,1,0,1,0,1,1,1,0,1
863,,3.7523e-17,0,1,1,0,1,0,1,1,1,1,0
864,,8.8498e-18,0,1,1,0,1,0,1,1,1,1,1
865,,5.9217e-08,0,1,1,0,1,1,0,0,0,0,0
866,,1.1808e-10,0,1,1,0,1,1,0,0,0,0,1
867,,2.7393e-12,0,1,1,0,1,1,0,0,0,1,0
868,,5.547e-15,0,1,1,0,1,1,0,0,0,1,1
869,,4.8486e-06,0,1,1,0,1,1,0,0,1,0,0
870,,5.2933e-09,0,1,1,0,1,1,0,0,1,0,1
871,,9.2033e-12,0,1,1,0,1,1,0,0,1,1,0
872,,1.1793e-14,0,1,1,0,1,1,0,0,1,1,1
873,,3.4285e-10,0,1,1,0,1,1,0,1,0,0,0
874,,2.8051e-10,0,1,1,0,1,1,0,1,0,0,1
875,,1.6112e-14,0,1,1,0,1,1,0,1,0,1,0
876,,3.623e-14,0,1,1,0,1,1,0,1,0,1,1
877,,2.2455e-10,0,1,1,0,1,1,0,1,1,0,0
878,,2.8063e-10,0,1,1,0,1,1,0,1,1,0,1
879,,4.704e-16,0,1,1,0,1,1,0,1,1,1,0
880,,1.29e-14,0,1,1,0,1,1,0,1,1,1,1
881,,5.9326e-08,0,1,1,0,1,1,1,0,0,0,0
882,,2.8155e-12,0,1,1,0,1,1,1,0,0,0,1
883,,1.7031e-10,0,1,1,0,1,1,1,0,0,1,0
884,,7.8823e-14,0,1,1,0,1,1,1,0,0,1,1
885,,2.9103e-06,0,1,1,0,1,1,1,0,1,0,0
886,,1.3387e-10,0,1,1,0,1,1,1,0,1,0,1
887,,1.4016e-10,0,1,1,0,1,1,1,0,1,1,0
888,,2.4309e-14,0,1,1,0,1,1,1,0,1,1,1
889,,3.4331e-10,0,1,1,0,1,1,1,1,0,0,0
890,,3.3678e-13,0,1,1,0,1,1,1,1,0,0,1
891,,1.1877e-12,0,1,1,0,1,1,1,1,0,1,0
892,,2.4701e-11,0,1,1,0,1,1,1,1,0,1,1
893,,1.9376e-10,0,1,1,0,1,1,1,1,1,0,0
894,,3.6551e-13,0,1,1,0,1,1,1,1,1,0,1
895,,1.3028e-14,0,1,1,0,1,1,1,1,1,1,0
896,,1.6838e-13,0,1,1,0,1,1,1,1,1,1,1
897,Excited G1 state,0.0010471,0,1,1,1,0,0,0,0,0,0,0
898,,1.0524e-06,0,1,1,1,0,0,0,0,0,0,1
899,,2.3644e-07,0,1,1,1,0,0,0,0,0,1,0
900,,5.1554e-08,0,1,1,1,0,0,0,0,0,1,1
901,,0.00011539,0,1,1,1,0,0,0,0,1,0,0
902,,1.1551e-07,0,1,1,1,0,0,0,0,1,0,1
903,,4.9339e-09,0,1,1,1,0,0,0,0,1,1,0
904,,4.9445e-12,0,1,1,1,0,0,0,0,1,1,1
905,S phase,0.0011284,0,1,1,1,0,0,0,1,0,0,0
906,,6.1249e-05,0,1,1,1,0,0,0,1,0,0,1
907,,1.1788e-06,0,1,1,1,0,0,0,1,0,1,0
908,G2 phase,0.0011254,0,1,1,1,0,0,0,1,0,1,1
909,,3.3574e-07,0,1,1,1,0,0,0,1,1,0,0
910,,6.2214e-10,0,1,1,1,0,0,0,1,1,0,1
911,,2.2547e-10,0,1,1,1,0,0,0,1,1,1,0
912,,1.2406e-10,0,1,1,1,0,0,0,1,1,1,1
913,,1.0482e-06,0,1,1,1,0,0,1,0,0,0,0
914,,1.2965e-09,0,1,1,1,0,0,1,0,0,0,1
915,,2.4791e-10,0,1,1,1,0,0,1,0,0,1,0
916,,2.2002e-10,0,1,1,1,0,0,1,0,0,1,1
917,,1.1552e-07,0,1,1,1,0,0,1,0,1,0,0
918,,1.2158e-10,0,1,1,1,0,0,1,0,1,0,1
919,,4.9489e-12,0,1,1,1,0,0,1,0,1,1,0
920,,5.5691e-15,0,1,1,1,0,0,1,0,1,1,1
921,,1.1295e-06,0,1,1,1,0,0,1,1,0,0,0
922,,6.1312e-08,0,1,1,1,0,0,1,1,0,0,1
923,,1.2929e-09,0,1,1,1,0,0,1,1,0,1,0
924,,2.2566e-06,0,1,1,1,0,0,1,1,0,1,1
925,,3.3609e-10,0,1,1,1,0,0,1,1,1,0,0
926,,9.0721e-13,0,1,1,1,0,0,1,1,1,0,1
927,,4.3923e-13,0,1,1,1,0,0,1,1,1,1,0
928,,2.5788e-13,0,1,1,1,0,0,1,1,1,1,1
929,,2.3192e-06,0,1,1,1,0,1,0,0,0,0,0
930,,4.9616e-09,0,1,1,1,0,1,0,0,0,0,1
931,,3.0452e-10,0,1,1,1,0,1,0,0,0,1,0
932,,5.3196e-11,0,1,1,1,0,1,0,0,0,1,1
933,,1.1618e-06,0,1,1,1,0,1,0,0,1,0,0
934,,2.2277e-09,0,1,1,1,0,1,0,0,1,0,1
935,,4.2099e-11,0,1,1,1,0,1,0,0,1,1,0
936,,5.1323e-14,0,1,1,1,0,1,0,0,1,1,1
937,,1.1284e-06,0,1,1,1,0,1,0,1,0,0,0
938,,1.3061e-06,0,1,1,1,0,1,0,1,0,0,1
939,,1.2338e-09,0,1,1,1,0,1,0,1,0,1,0
940,,1.1296e-06,0,1,1,1,0,1,0,1,0,1,1
941,,1.073e-09,0,1,1,1,0,1,0,1,1,0,0
942,,1.2777e-10,0,1,1,1,0,1,0,1,1,0,1
943,,1.9489e-13,0,1,1,1,0,1,0,1,1,1,0
944,,3.1919e-13,0,1,1,1,0,1,0,1,1,1,1
945,,8.2191e-07,0,1,1,1,0,1,1,0,0,0,0
946,,4.2066e-11,0,1,1,1,0,1,1,0,0,0,1
947,,2.327e-07,0,1,1,1,0,1,1,0,0,1,0
948,,3.0014e-09,0,1,1,1,0,1,1,0,0,1,1
949,,1.1814e-07,0,1,1,1,0,1,1,0,1,0,0
950,,5.6001e-10,0,1,1,1,0,1,1,0,1,0,1
951,,1.2347e-10,0,1,1,1,0,1,1,0,1,1,0
952,,9.849e-13,0,1,1,1,0,1,1,0,1,1,1
953,,2.9901e-09,0,1,1,1,0,1,1,1,0,0,0
954,,1.5381e-09,0,1,1,1,0,1,1,1,0,0,1
955,,1.2302e-06,0,1,1,1,0,1,1,1,0,1,0
956,,6.3052e-05,0,1,1,1,0,1,1,1,0,1,1
957,,1.1801e-10,0,1,1,1,0,1,1,1,1,0,0
958,,2.7878e-10,0,1,1,1,0,1,1,1,1,0,1
959,,3.6727e-10,0,1,1,1,0,1,1,1,1,1,0
960,,2.6713e-10,0,1,1,1,0,1,1,1,1,1,1
961,,9.2644e-07,0,1,1,1,1,0,0,0,0,0,0
962,,9.2738e-10,0,1,1,1,1,0,0,0,0,0,1
963,,1.9259e-11,0,1,1,1,1,0,0,0,0,1,0
964,,2.2541e-14,0,1,1,1,1,0,0,0,0,1,1
965,Excited G1 state,0.00070488,0,1,1,1,1,0,0,0,1,0,0
966,,7.0558e-07,0,1,1,1,1,0,0,0,1,0,1
967,,6.3523e-12,0,1,1,1,1,0,0,0,1,1,0
968,,6.3588e-15,0,1,1,1,1,0,0,0,1,1,1
969,,5.8678e-05,0,1,1,1,1,0,0,1,0,0,0
970,,5.8762e-08,0,1,1,1,1,0,0,1,0,0,1
971,,2.7899e-09,0,1,1,1,1,0,0,1,0,1,0
972,,7.4116e-11,0,1,1,1,1,0,0,1,0,1,1
973,,8.2164e-07,0,1,1,1,1,0,0,1,1,0,0
974,,8.2281e-10,0,1,1,1,1,0,0,1,1,0,1
975,,5.5109e-12,0,1,1,1,1,0,0,1,1,1,0
976,,8.7329e-15,0,1,1,1,1,0,0,1,1,1,1
977,,9.274e-10,0,1,1,1,1,0,1,0,0,0,0
978,,9.3923e-13,0,1,1,1,1,0,1,0,0,0,1
979,,1.9823e-14,0,1,1,1,1,0,1,0,0,1,0
980,,3.27e-17,0,1,1,1,1,0,1,0,0,1,1
981,,7.0561e-07,0,1,1,1,1,0,1,0,1,0,0
982,,7.0631e-10,0,1,1,1,1,0,1,0,1,0,1
983,,8.0549e-15,0,1,1,1,1,0,1,0,1,1,0
984,,6.8429e-18,0,1,1,1,1,0,1,0,1,1,1
985,,5.8739e-08,0,1,1,1,1,0,1,1,0,0,0
986,,5.8821e-11,0,1,1,1,1,0,1,1,0,0,1
987,,2.8029e-12,0,1,1,1,1,0,1,1,0,1,0
988,,7.5821e-14,0,1,1,1,1,0,1,1,0,1,1
989,,8.2262e-10,0,1,1,1,1,0,1,1,1,0,0
990,,8.2336e-13,0,1,1,1,1,0,1,1,1,0,1
991,,5.8452e-15,0,1,1,1,1,0,1,1,1,1,0
992,,1.6778e-17,0,1,1,1,1,0,1,1,1,1,1
993,,4.0278e-09,0,1,1,1,1,1,0,0,0,0,0
994,,4.8695e-12,0,1,1,1,1,1,0,0,0,0,1
995,,7.773e-14,0,1,1,1,1,1,0,0,0,1,0
996,,1.7249e-16,0,1,1,1,1,1,0,0,0,1,1
997,,6.2633e-06,0,1,1,1,1,1,0,0,1,0,0
998,,6.6543e-09,0,1,1,1,1,1,0,0,1,0,1
999,,9.2346e-12,0,1,1,1,1,1,0,0,1,1,0
1000,,9.2703e-15,0,1,1,1,1,1,0,0,1,1,1
1001,,5.8741e-08,0,1,1,1,1,1,0,1,0,0,0
1002,,4.5784e-10,0,1,1,1,1,1,0,1,0,0,1
1003,,2.8027e-12,0,1,1,1,1,1,0,1,0,1,0
1004,,1.4723e-13,0,1,1,1,1,1,0,1,0,1,1
1005,,1.3203e-09,0,1,1,1,1,1,0,1,1,0,0
1006,,3.4321e-10,0,1,1,1,1,1,0,1,1,0,1
1007,,1.2106e-14,0,1,1,1,1,1,0,1,1,1,0
1008,,1.5719e-14,0,1,1,1,1,1,0,1,1,1,1
1009,,9.2339e-10,0,1,1,1,1,1,1,0,0,0,0
1010,,4.3857e-14,0,1,1,1,1,1,1,0,0,0,1
1011,,1.1322e-11,0,1,1,1,1,1,1,0,0,1,0
1012,,5.5738e-15,0,1,1,1,1,1,1,0,0,1,1
1013,,7.1354e-07,0,1,1,1,1,1,1,0,1,0,0
1014,,3.4169e-11,0,1,1,1,1,1,1,0,1,0,1
1015,,3.2533e-11,0,1,1,1,1,1,1,0,1,1,0
1016,,2.1064e-15,0,1,1,1,1,1,1,0,1,1,1
1017,,5.8777e-08,0,1,1,1,1,1,1,1,0,0,0
1018,,3.1189e-12,0,1,1,1,1,1,1,1,0,0,1
1019,,2.2e-10,0,1,1,1,1,1,1,1,0,1,0
1020,,3.0647e-11,0,1,1,1,1,1,1,1,0,1,1
1021,,8.8432e-10,0,1,1,1,1,1,1,1,1,0,0
1022,,4.0396e-13,0,1,1,1,1,1,1,1,1,0,1
1023,,5.2581e-13,0,1,1,1,1,1,1,1,1,1,0
1024,,1.7073e-13,0,1,1,1,1,1,1,1,1,1,1
1025,,8.3708e-05,1,0,0,0,0,0,0,0,0,0,0
1026,,1.1198e-07,1,0,0,0,0,0,0,0,0,0,1
1027,,8.2996e-08,1,0,0,0,0,0,0,0,0,1,0
1028,,1.7503e-10,1,0,0,0,0,0,0,0,0,1,1
1029,,7.8718e-05,1,0,0,0,0,0,0,0,1,0,0
1030,,7.8954e-08,1,0,0,0,0,0,0,0,1,0,1
1031,,3.7079e-09,1,0,0,0,0,0,0,0,1,1,0
1032,,3.821e-12,1,0,0,0,0,0,0,0,1,1,1
1033,,8.333e-08,1,0,0,0,0,0,0,1,0,0,0
1034,,5.8287e-08,1,0,0,0,0,0,0,1,0,0,1
1035,,8.7044e-11,1,0,0,0,0,0,0,1,0,1,0
1036,,8.318e-08,1,0,0,0,0,0,0,1,0,1,1
1037,,3.7468e-09,1,0,0,0,0,0,0,1,1,0,0
1038,,6.5597e-12,1,0,0,0,0,0,0,1,1,0,1
1039,,3.2838e-13,1,0,0,0,0,0,0,1,1,1,0
1040,,3.8475e-12,1,0,0,0,0,0,0,1,1,1,1
1041,,8.3792e-08,1,0,0,0,0,0,1,0,0,0,0
1042,,7.7175e-09,1,0,0,0,0,0,1,0,0,0,1
1043,,9.2222e-11,1,0,0,0,0,0,1,0,0,1,0
1044,,8.4028e-08,1,0,0,0,0,0,1,0,0,1,1
1045,,7.8808e-08,1,0,0,0,0,0,1,0,1,0,0
1046,,1.1605e-07,1,0,0,0,0,0,1,0,1,0,1
1047,,6.0909e-12,1,0,0,0,0,0,1,0,1,1,0
1048,,2.1836e-09,1,0,0,0,0,0,1,0,1,1,1
1049,,8.3414e-11,1,0,0,0,0,0,1,1,0,0,0
1050,,6.5893e-11,1,0,0,0,0,0,1,1,0,0,1
1051,,1.2895e-11,1,0,0,0,0,0,1,1,0,1,0
1052,,2.827e-07,1,0,0,0,0,0,1,1,0,1,1
1053,,3.751e-12,1,0,0,0,0,0,1,1,1,0,0
1054,,5.1737e-12,1,0,0,0,0,0,1,1,1,0,1
1055,,6.4032e-16,1,0,0,0,0,0,1,1,1,1,0
1056,,9.2592e-13,1,0,0,0,0,0,1,1,1,1,1
1057,,8.411e-08,1,0,0,0,0,1,0,0,0,0,0
1058,,1.9545e-10,1,0,0,0,0,1,0,0,0,0,1
1059,,8.8276e-11,1,0,0,0,0,1,0,0,0,1,0
1060,,9.5171e-11,1,0,0,0,0,1,0,0,0,1,1
1061,,7.898e-08,1,0,0,0,0,1,0,0,1,0,0
1062,,1.8627e-10,1,0,0,0,0,1,0,0,1,0,1
1063,,3.7414e-12,1,0,0,0,0,1,0,0,1,1,0
1064,,9.4383e-11,1,0,0,0,0,1,0,0,1,1,1
1065,,8.3427e-11,1,0,0,0,0,1,0,1,0,0,0
1066,,5.8491e-11,1,0,0,0,0,1,0,1,0,0,1
1067,,9.5353e-14,1,0,0,0,0,1,0,1,0,1,0
1068,,9.6622e-11,1,0,0,0,0,1,0,1,0,1,1
1069,,3.668e-12,1,0,0,0,0,1,0,1,1,0,0
1070,,7.616e-15,1,0,0,0,0,1,0,1,1,0,1
1071,,2.6773e-16,1,0,0,0,0,1,0,1,1,1,0
1072,,1.9027e-14,1,0,0,0,0,1,0,1,1,1,1
1073,,1.1598e-07,1,0,0,0,0,1,1,0,0,0,0
1074,,4.1778e-10,1,0,0,0,0,1,1,0,0,0,1
1075,,1.1184e-07,1,0,0,0,0,1,1,0,0,1,0
1076,,2.089e-06,1,0,0,0,0,1,1,0,0,1,1
1077,,8.4158e-08,1,0,0,0,0,1,1,0,1,0,0
1078,,2.0756e-06,1,0,0,0,0,1,1,0,1,0,1
1079,,2.4638e-09,1,0,0,0,0,1,1,0,1,1,0
1080,,2.0785e-06,1,0,0,0,0,1,1,0,1,1,1
1081,,5.4628e-12,1,0,0,0,0,1,1,1,0,0,0
1082,,1.0956e-11,1,0,0,0,0,1,1,1,0,0,1
1083,,1.8107e-10,1,0,0,0,0,1,1,1,0,1,0
1084,,2.9626e-07,1,0,0,0,0,1,1,1,0,1,1
1085,,3.6121e-12,1,0,0,0,0,1,1,1,1,0,0
1086,,2.5331e-13,1,0,0,0,0,1,1,1,1,0,1
1087,,4.1812e-13,1,0,0,0,0,1,1,1,1,1,0
1088,,3.3423e-10,1,0,0,0,0,1,1,1,1,1,1
1089,,5.8656e-05,1,0,0,0,1,0,0,0,0,0,0
1090,,5.8716e-08,1,0,0,0,1,0,0,0,0,0,1
1091,,2.718e-09,1,0,0,0,1,0,0,0,0,1,0
1092,,2.7248e-12,1,0,0,0,1,0,0,0,0,1,1
1093,Start signal,0.00053591,1,0,0,0,1,0,0,0,1,0,0
1094,,5.3645e-07,1,0,0,0,1,0,0,0,1,0,1
1095,,1.0106e-11,1,0,0,0,1,0,0,0,1,1,0
1096,,1.0219e-14,1,0,0,0,1,0,0,0,1,1,1
1097,,5.8347e-08,1,0,0,0,1,0,0,1,0,0,0
1098,,6.1045e-11,1,0,0,0,1,0,0,1,0,0,1
1099,,2.7274e-12,1,0,0,0,1,0,0,1,0,1,0
1100,,3.77e-12,1,0,0,0,1,0,0,1,0,1,1
1101,,2.4521e-08,1,0,0,0,1,0,0,1,1,0,0
1102,,2.4546e-11,1,0,0,0,1,0,0,1,1,0,1
1103,,5.6821e-15,1,0,0,0,1,0,0,1,1,1,0
1104,,1.8036e-16,1,0,0,0,1,0,0,1,1,1,1
1105,,5.8718e-08,1,0,0,0,1,0,1,0,0,0,0
1106,,6.194e-11,1,0,0,0,1,0,1,0,0,0,1
1107,,2.7286e-12,1,0,0,0,1,0,1,0,0,1,0
1108,,3.7941e-12,1,0,0,0,1,0,1,0,0,1,1
1109,,5.3657e-07,1,0,0,0,1,0,1,0,1,0,0
1110,,9.6188e-10,1,0,0,0,1,0,1,0,1,0,1
1111,,1.8096e-14,1,0,0,0,1,0,1,0,1,1,0
1112,,2.0914e-12,1,0,0,0,1,0,1,0,1,1,1
1113,,5.8408e-11,1,0,0,0,1,0,1,1,0,0,0
1114,,6.1577e-14,1,0,0,0,1,0,1,1,0,0,1
1115,,2.7393e-15,1,0,0,0,1,0,1,1,0,1,0
1116,,4.8769e-14,1,0,0,0,1,0,1,1,0,1,1
1117,,2.4547e-11,1,0,0,0,1,0,1,1,1,0,0
1118,,3.7765e-14,1,0,0,0,1,0,1,1,1,0,1
1119,,6.1628e-18,1,0,0,0,1,0,1,1,1,1,0
1120,,1.3193e-16,1,0,0,0,1,0,1,1,1,1,1
1121,,5.8811e-08,1,0,0,0,1,1,0,0,0,0,0
1122,,1.17e-10,1,0,0,0,1,1,0,0,0,0,1
1123,,2.7287e-12,1,0,0,0,1,1,0,0,0,1,0
1124,,1.0741e-14,1,0,0,0,1,1,0,0,0,1,1
1125,,4.2662e-06,1,0,0,0,1,1,0,0,1,0,0
1126,,4.3763e-09,1,0,0,0,1,1,0,0,1,0,1
1127,,9.1267e-12,1,0,0,0,1,1,0,0,1,1,0
1128,,1.0611e-13,1,0,0,0,1,1,0,0,1,1,1
1129,,5.8411e-11,1,0,0,0,1,1,0,1,0,0,0
1130,,2.0372e-13,1,0,0,0,1,1,0,1,0,0,1
1131,,2.738e-15,1,0,0,0,1,1,0,1,0,1,0
1132,,4.3862e-15,1,0,0,0,1,1,0,1,0,1,1
1133,,3.8645e-11,1,0,0,0,1,1,0,1,1,0,0
1134,,1.8146e-13,1,0,0,0,1,1,0,1,1,0,1
1135,,4.126e-16,1,0,0,0,1,1,0,1,1,1,0
1136,,1.1936e-17,1,0,0,0,1,1,0,1,1,1,1
1137,,5.8931e-08,1,0,0,0,1,1,1,0,0,0,0
1138,,6.8612e-12,1,0,0,0,1,1,1,0,0,0,1
1139,,1.6973e-10,1,0,0,0,1,1,1,0,0,1,0
1140,,1.1527e-10,1,0,0,0,1,1,1,0,0,1,1
1141,,2.7339e-06,1,0,0,0,1,1,1,0,1,0,0
1142,,4.3877e-09,1,0,0,0,1,1,1,0,1,0,1
1143,,1.342e-10,1,0,0,0,1,1,1,0,1,1,0
1144,,2.0799e-09,1,0,0,0,1,1,1,0,1,1,1
1145,,5.8499e-11,1,0,0,0,1,1,1,1,0,0,0
1146,,3.543e-15,1,0,0,0,1,1,1,1,0,0,1
1147,,1.7328e-13,1,0,0,0,1,1,1,1,0,1,0
1148,,1.3417e-11,1,0,0,0,1,1,1,1,0,1,1
1149,,2.5077e-11,1,0,0,0,1,1,1,1,1,0,0
1150,,6.6661e-15,1,0,0,0,1,1,1,1,1,0,1
1151,,2.0608e-15,1,0,0,0,1,1,1,1,1,1,0
1152,,1.0549e-13,1,0,0,0,1,1,1,1,1,1,1
1153,,1.9903e-07,1,0,0,1,0,0,0,0,0,0,0
1154,,3.4342e-10,1,0,0,1,0,0,0,0,0,0,1
1155,,1.9839e-10,1,0,0,1,0,0,0,0,0,1,0
1156,,5.759e-12,1,0,0,1,0,0,0,0,0,1,1
1157,,7.8885e-08,1,0,0,1,0,0,0,0,1,0,0
1158,,7.9584e-11,1,0,0,1,0,0,0,0,1,0,1
1159,,3.7212e-12,1,0,0,1,0,0,0,0,1,1,0
1160,,3.8658e-15,1,0,0,1,0,0,0,0,1,1,1
1161,,1.9986e-10,1,0,0,1,0,0,0,1,0,0,0
1162,,5.8659e-11,1,0,0,1,0,0,0,1,0,0,1
1163,,2.09e-13,1,0,0,1,0,0,0,1,0,1,0
1164,,2.0166e-10,1,0,0,1,0,0,0,1,0,1,1
1165,,3.7606e-12,1,0,0,1,0,0,0,1,1,0,0
1166,,6.7071e-15,1,0,0,1,0,0,0,1,1,0,1
1167,,3.3506e-16,1,0,0,1,0,0,0,1,1,1,0
1168,,3.9249e-15,1,0,0,1,0,0,0,1,1,1,1
1169,,2.045e-10,1,0,0,1,0,0,1,0,0,0,0
1170,,1.1598e-07,1,0,0,1,0,0,1,0,0,0,1
1171,,5.6806e-12,1,0,0,1,0,0,1,0,0,1,0
1172,,1.1576e-07,1,0,0,1,0,0,1,0,0,1,1
1173,,7.8996e-11,1,0,0,1,0,0,1,0,1,0,0
1174,,5.7807e-10,1,0,0,1,0,0,1,0,1,0,1
1175,,6.2108e-15,1,0,0,1,0,0,1,0,1,1,0
1176,,2.3287e-12,1,0,0,1,0,0,1,0,1,1,1
1177,,2.0046e-13,1,0,0,1,0,0,1,1,0,0,0
1178,,1.0279e-11,1,0,0,1,0,0,1,1,0,0,1
1179,,5.65e-11,1,0,0,1,0,0,1,1,0,1,0
1180,,1.2459e-06,1,0,0,1,0,0,1,1,0,1,1
1181,,3.7705e-15,1,0,0,1,0,0,1,1,1,0,0
1182,,1.3307e-13,1,0,0,1,0,0,1,1,1,0,1
1183,,1.0058e-18,1,0,0,1,0,0,1,1,1,1,0
1184,,6.6427e-14,1,0,0,1,0,0,1,1,1,1,1
1185,,3.1432e-10,1,0,0,1,0,1,0,0,0,0,0
1186,,5.4804e-13,1,0,0,1,0,1,0,0,0,0,1
1187,,2.1394e-13,1,0,0,1,0,1,0,0,0,1,0
1188,,8.1956e-14,1,0,0,1,0,1,0,0,0,1,1
1189,,8.0323e-11,1,0,0,1,0,1,0,0,1,0,0
1190,,1.9206e-13,1,0,0,1,0,1,0,0,1,0,1
1191,,3.8112e-15,1,0,0,1,0,1,0,0,1,1,0
1192,,9.8883e-14,1,0,0,1,0,1,0,0,1,1,1
1193,,2.0507e-13,1,0,0,1,0,1,0,1,0,0,0
1194,,6.0247e-14,1,0,0,1,0,1,0,1,0,0,1
1195,,3.5812e-16,1,0,0,1,0,1,0,1,0,1,0
1196,,3.195e-12,1,0,0,1,0,1,0,1,0,1,1
1197,,3.7343e-15,1,0,0,1,0,1,0,1,1,0,0
1198,,7.8294e-18,1,0,0,1,0,1,0,1,1,0,1
1199,,2.8379e-19,1,0,0,1,0,1,0,1,1,1,0
1200,,1.7579e-16,1,0,0,1,0,1,0,1,1,1,1
1201,,6.5375e-12,1,0,0,1,0,1,1,0,0,0,0
1202,,5.803e-12,1,0,0,1,0,1,1,0,0,0,1
1203,,2.2767e-10,1,0,0,1,0,1,1,0,0,1,0
1204,,1.7907e-09,1,0,0,1,0,1,1,0,0,1,1
1205,,8.169e-11,1,0,0,1,0,1,1,0,1,0,0
1206,,2.172e-09,1,0,0,1,0,1,1,0,1,0,1
1207,,2.5693e-12,1,0,0,1,0,1,1,0,1,1,0
1208,,2.1776e-09,1,0,0,1,0,1,1,0,1,1,1
1209,,7.553e-16,1,0,0,1,0,1,1,1,0,0,0
1210,,2.9926e-12,1,0,0,1,0,1,1,1,0,0,1
1211,,3.3364e-12,1,0,0,1,0,1,1,1,0,1,0
1212,,6.7203e-08,1,0,0,1,0,1,1,1,0,1,1
1213,,3.6144e-15,1,0,0,1,0,1,1,1,1,0,0
1214,,4.2183e-16,1,0,0,1,0,1,1,1,1,0,1
1215,,5.8635e-16,1,0,0,1,0,1,1,1,1,1,0
1216,,3.7867e-12,1,0,0,1,0,1,1,1,1,1,1
1217,,5.8779e-08,1,0,0,1,1,0,0,0,0,0,0
1218,,5.8845e-11,1,0,0,1,1,0,0,0,0,0,1
1219,,2.7287e-12,1,0,0,1,1,0,0,0,0,1,0
1220,,2.7363e-15,1,0,0,1,1,0,0,0,0,1,1
1221,,5.3699e-07,1,0,0,1,1,0,0,0,1,0,0
1222,,5.3753e-10,1,0,0,1,1,0,0,0,1,0,1
1223,,1.0127e-14,1,0,0,1,1,0,0,0,1,1,0
1224,,1.026e-17,1,0,0,1,1,0,0,0,1,1,1
1225,,5.8528e-11,1,0,0,1,1,0,0,1,0,0,0
1226,,6.1232e-14,1,0,0,1,1,0,0,1,0,0,1
1227,,2.741e-15,1,0,0,1,1,0,0,1,0,1,0
1228,,3.7834e-15,1,0,0,1,1,0,0,1,0,1,1
1229,,2.4571e-11,1,0,0,1,1,0,0,1,1,0,0
1230,,2.4596e-14,1,0,0,1,1,0,0,1,1,0,1
1231,,5.6996e-18,1,0,0,1,1,0,0,1,1,1,0
1232,,1.811e-19,1,0,0,1,1,0,0,1,1,1,1
1233,,5.8841e-11,1,0,0,1,1,0,1,0,0,0,0
1234,,5.3265e-12,1,0,0,1,1,0,1,0,0,0,1
1235,,2.7401e-15,1,0,0,1,1,0,1,0,0,1,0
1236,,1.329e-14,1,0,0,1,1,0,1,0,0,1,1
1237,,5.3765e-10,1,0,0,1,1,0,1,0,1,0,0
1238,,1.9246e-12,1,0,0,1,1,0,1,0,1,0,1
1239,,1.8225e-17,1,0,0,1,1,0,1,0,1,1,0
1240,,2.2066e-15,1,0,0,1,1,0,1,0,1,1,1
1241,,5.8589e-14,1,0,0,1,1,0,1,1,0,0,0
1242,,4.4171e-16,1,0,0,1,1,0,1,1,0,0,1
1243,,2.9382e-18,1,0,0,1,1,0,1,1,0,1,0
1244,,4.001e-15,1,0,0,1,1,0,1,1,0,1,1
1245,,2.4597e-14,1,0,0,1,1,0,1,1,1,0,0
1246,,3.4448e-16,1,0,0,1,1,0,1,1,1,0,1
1247,,6.1965e-21,1,0,0,1,1,0,1,1,1,1,0
1248,,4.5594e-19,1,0,0,1,1,0,1,1,1,1,1
1249,,5.9057e-11,1,0,0,1,1,1,0,0,0,0,0
