Attractor #,Associated Cell Fate,Steady State Probability,Cln3,MBF,SBF,Cln1-2,Cdh1,Swi5,Cdc20,Clb5-6,Sic1,Clb1-2,Mcm1,
1213,,3.568e-15,1,0,0,1,0,1,1,1,1,0,0,
1214,,4.2e-16,1,0,0,1,0,1,1,1,1,0,1,
1215,,5.82e-16,1,0,0,1,0,1,1,1,1,1,0,
1216,,3.7659e-12,1,0,0,1,0,1,1,1,1,1,1,
1217,,5.8432e-08,1,0,0,1,1,0,0,0,0,0,0,
1218,,5.8497e-11,1,0,0,1,1,0,0,0,0,0,1,
1219,,2.7118e-12,1,0,0,1,1,0,0,0,0,1,0,
1220,,2.7193e-15,1,0,0,1,1,0,0,0,0,1,1,
1221,,5.4064e-07,1,0,0,1,1,0,0,0,1,0,0,
1222,,5.4118e-10,1,0,0,1,1,0,0,0,1,0,1,
1223,,1.0054e-14,1,0,0,1,1,0,0,0,1,1,0,
1224,,1.0187e-17,1,0,0,1,1,0,0,0,1,1,1,
1225,,5.8176e-11,1,0,0,1,1,0,0,1,0,0,0,
1226,,6.0863e-14,1,0,0,1,1,0,0,1,0,0,1,
1227,,2.724e-15,1,0,0,1,1,0,0,1,0,1,0,
1228,,3.7355e-15,1,0,0,1,1,0,0,1,0,1,1,
1229,,2.4736e-11,1,0,0,1,1,0,0,1,1,0,0,
1230,,2.4762e-14,1,0,0,1,1,0,0,1,1,0,1,
1231,,5.6638e-18,1,0,0,1,1,0,0,1,1,1,0,
1232,,1.7884e-19,1,0,0,1,1,0,0,1,1,1,1,
1233,,5.8493e-11,1,0,0,1,1,0,1,0,0,0,0,
1234,,5.2903e-12,1,0,0,1,1,0,1,0,0,0,1,
1235,,2.723e-15,1,0,0,1,1,0,1,0,0,1,0,
1236,,1.3155e-14,1,0,0,1,1,0,1,0,0,1,1,
1237,,5.413e-10,1,0,0,1,1,0,1,0,1,0,0,
1238,,1.9196e-12,1,0,0,1,1,0,1,0,1,0,1,
1239,,1.8132e-17,1,0,0,1,1,0,1,0,1,1,0,
1240,,2.198e-15,1,0,0,1,1,0,1,0,1,1,1,
1241,,5.8237e-14,1,0,0,1,1,0,1,1,0,0,0,
1242,,4.3879e-16,1,0,0,1,1,0,1,1,0,0,1,
1243,,2.9187e-18,1,0,0,1,1,0,1,1,0,1,0,
1244,,3.9519e-15,1,0,0,1,1,0,1,1,0,1,1,
1245,,2.4763e-14,1,0,0,1,1,0,1,1,1,0,0,
1246,,3.4214e-16,1,0,0,1,1,0,1,1,1,0,1,
1247,,6.1577e-21,1,0,0,1,1,0,1,1,1,1,0,
1248,,4.5262e-19,1,0,0,1,1,0,1,1,1,1,1,
1249,,5.8708e-11,1,0,0,1,1,1,0,0,0,0,0,
1250,,1.1666e-13,1,0,0,1,1,1,0,0,0,0,1,
1251,,2.7277e-15,1,0,0,1,1,1,0,0,0,1,0,
1252,,1.1067e-17,1,0,0,1,1,1,0,0,0,1,1,
1253,,4.27e-09,1,0,0,1,1,1,0,0,1,0,0,
1254,,4.3803e-12,1,0,0,1,1,1,0,0,1,0,1,
1255,,9.0661e-15,1,0,0,1,1,1,0,0,1,1,0,
1256,,1.1015e-16,1,0,0,1,1,1,0,0,1,1,1,
1257,,5.8245e-14,1,0,0,1,1,1,0,1,0,0,0,
1258,,2.0365e-16,1,0,0,1,1,1,0,1,0,0,1,
1259,,2.7351e-18,1,0,0,1,1,1,0,1,0,1,0,
1260,,5.5832e-18,1,0,0,1,1,1,0,1,0,1,1,
1261,,3.878e-14,1,0,0,1,1,1,0,1,1,0,0,
1262,,1.8164e-16,1,0,0,1,1,1,0,1,1,0,1,
1263,,4.0987e-19,1,0,0,1,1,1,0,1,1,1,0,
1264,,1.335e-20,1,0,0,1,1,1,0,1,1,1,1,
1265,,5.8586e-11,1,0,0,1,1,1,1,0,0,0,0,
1266,,7.239e-15,1,0,0,1,1,1,1,0,0,0,1,
1267,,1.7401e-13,1,0,0,1,1,1,1,0,0,1,0,
1268,,1.2264e-13,1,0,0,1,1,1,1,0,0,1,1,
1269,,2.7316e-09,1,0,0,1,1,1,1,0,1,0,0,
1270,,4.5714e-12,1,0,0,1,1,1,1,0,1,0,1,
1271,,1.3411e-13,1,0,0,1,1,1,1,0,1,1,0,
1272,,2.1703e-12,1,0,0,1,1,1,1,0,1,1,1,
1273,,5.8317e-14,1,0,0,1,1,1,1,1,0,0,0,
1274,,4.7972e-18,1,0,0,1,1,1,1,1,0,0,1,
1275,,1.791e-16,1,0,0,1,1,1,1,1,0,1,0,
1276,,4.0548e-14,1,0,0,1,1,1,1,1,0,1,1,
1277,,2.5289e-14,1,0,0,1,1,1,1,1,1,0,0,
1278,,6.9636e-18,1,0,0,1,1,1,1,1,1,0,1,
1279,,2.0706e-18,1,0,0,1,1,1,1,1,1,1,0,
1280,,1.3668e-16,1,0,0,1,1,1,1,1,1,1,1,
1281,,1.9786e-07,1,0,1,0,0,0,0,0,0,0,0,
1282,,2.2642e-10,1,0,1,0,0,0,0,0,0,0,1,
1283,,1.9657e-10,1,0,1,0,0,0,0,0,0,1,0,
1284,,3.992e-13,1,0,1,0,0,0,0,0,0,1,1,
1285,,7.7803e-08,1,0,1,0,0,0,0,0,1,0,0,
1286,,7.7929e-11,1,0,1,0,0,0,0,0,1,0,1,
1287,,3.6693e-12,1,0,1,0,0,0,0,0,1,1,0,
1288,,3.6869e-15,1,0,1,0,0,0,0,0,1,1,1,
1289,,1.9804e-10,1,0,1,0,0,0,0,1,0,0,0,
1290,,5.8293e-11,1,0,1,0,0,0,0,1,0,0,1,
1291,,2.0701e-13,1,0,1,0,0,0,0,1,0,1,0,
1292,,1.9851e-10,1,0,1,0,0,0,0,1,0,1,1,
1293,,3.7084e-12,1,0,1,0,0,0,0,1,1,0,0,
1294,,6.5025e-15,1,0,1,0,0,0,0,1,1,0,1,
1295,,3.3002e-16,1,0,1,0,0,0,0,1,1,1,0,
1296,,3.8082e-15,1,0,1,0,0,0,0,1,1,1,1,
1297,,1.9805e-10,1,0,1,0,0,0,1,0,0,0,0,
1298,,5.7351e-13,1,0,1,0,0,0,1,0,0,0,1,
1299,,2.0753e-13,1,0,1,0,0,0,1,0,0,1,0,
1300,,3.7759e-12,1,0,1,0,0,0,1,0,0,1,1,
1301,,7.7885e-11,1,0,1,0,0,0,1,0,1,0,0,
1302,,5.3042e-12,1,0,1,0,0,0,1,0,1,0,1,
1303,,3.9731e-15,1,0,1,0,0,0,1,0,1,1,0,
1304,,9.8845e-14,1,0,1,0,0,0,1,0,1,1,1,
1305,,1.9824e-13,1,0,1,0,0,0,1,1,0,0,0,
1306,,5.8691e-14,1,0,1,0,0,0,1,1,0,0,1,
1307,,7.9612e-16,1,0,1,0,0,0,1,1,0,1,0,
1308,,1.2909e-11,1,0,1,0,0,0,1,1,0,1,1,
1309,,3.7123e-15,1,0,1,0,0,0,1,1,1,0,0,
1310,,2.3947e-16,1,0,1,0,0,0,1,1,1,0,1,
1311,,5.3458e-19,1,0,1,0,0,0,1,1,1,1,0,
1312,,4.5648e-17,1,0,1,0,0,0,1,1,1,1,1,
1313,,3.1266e-10,1,0,1,0,0,1,0,0,0,0,0,
1314,,5.3931e-13,1,0,1,0,0,1,0,0,0,0,1,
1315,,2.1212e-13,1,0,1,0,0,1,0,0,0,1,0,
1316,,4.977e-15,1,0,1,0,0,1,0,0,0,1,1,
1317,,7.9398e-11,1,0,1,0,0,1,0,0,1,0,0,
1318,,9.664e-14,1,0,1,0,0,1,0,0,1,0,1,
1319,,3.6662e-15,1,0,1,0,0,1,0,0,1,1,0,
1320,,4.2918e-15,1,0,1,0,0,1,0,0,1,1,1,
1321,,2.0323e-13,1,0,1,0,0,1,0,1,0,0,0,
1322,,5.9749e-14,1,0,1,0,0,1,0,1,0,0,1,
1323,,2.2023e-16,1,0,1,0,0,1,0,1,0,1,0,
1324,,2.0165e-13,1,0,1,0,0,1,0,1,0,1,1,
1325,,3.6836e-15,1,0,1,0,0,1,0,1,1,0,0,
1326,,7.7245e-18,1,0,1,0,0,1,0,1,1,0,1,
1327,,2.6807e-19,1,0,1,0,0,1,0,1,1,1,0,
1328,,4.6162e-18,1,0,1,0,0,1,0,1,1,1,1,
1329,,1.1637e-10,1,0,1,0,0,1,1,0,0,0,0,
1330,,4.7814e-14,1,0,1,0,0,1,1,0,0,0,1,
1331,,2.2589e-10,1,0,1,0,0,1,1,0,0,1,0,
1332,,9.4714e-11,1,0,1,0,0,1,1,0,0,1,1,
1333,,8.124e-11,1,0,1,0,0,1,1,0,1,0,0,
1334,,9.3958e-11,1,0,1,0,0,1,1,0,1,0,1,
1335,,4.8017e-13,1,0,1,0,0,1,1,0,1,1,0,
1336,,9.4096e-11,1,0,1,0,0,1,1,0,1,1,1,
1337,,5.6564e-15,1,0,1,0,0,1,1,1,0,0,0,
1338,,6.3651e-16,1,0,1,0,0,1,1,1,0,0,1,
1339,,2.8637e-13,1,0,1,0,0,1,1,1,0,1,0,
1340,,6.9196e-11,1,0,1,0,0,1,1,1,0,1,1,
1341,,3.5698e-15,1,0,1,0,0,1,1,1,1,0,0,
1342,,1.443e-16,1,0,1,0,0,1,1,1,1,0,1,
1343,,3.2059e-16,1,0,1,0,0,1,1,1,1,1,0,
1344,,1.7768e-14,1,0,1,0,0,1,1,1,1,1,1,
1345,,5.8376e-08,1,0,1,0,1,0,0,0,0,0,0,
1346,,5.8435e-11,1,0,1,0,1,0,0,0,0,0,1,
1347,,2.7091e-12,1,0,1,0,1,0,0,0,0,1,0,
1348,,2.7157e-15,1,0,1,0,1,0,0,0,0,1,1,
1349,,5.4013e-07,1,0,1,0,1,0,0,0,1,0,0,
1350,,5.4067e-10,1,0,1,0,1,0,0,0,1,0,1,
1351,,1.0044e-14,1,0,1,0,1,0,0,0,1,1,0,
1352,,1.0062e-17,1,0,1,0,1,0,0,0,1,1,1,
1353,,5.8065e-11,1,0,1,0,1,0,0,1,0,0,0,
1354,,6.0749e-14,1,0,1,0,1,0,0,1,0,0,1,
1355,,2.7187e-15,1,0,1,0,1,0,0,1,0,1,0,
1356,,3.7266e-15,1,0,1,0,1,0,0,1,0,1,1,
1357,,2.4712e-11,1,0,1,0,1,0,0,1,1,0,0,
1358,,2.4737e-14,1,0,1,0,1,0,0,1,1,0,1,
1359,,5.6528e-18,1,0,1,0,1,0,0,1,1,1,0,
1360,,1.7828e-19,1,0,1,0,1,0,0,1,1,1,1,
1361,,5.8437e-11,1,0,1,0,1,0,1,0,0,0,0,
1362,,5.8637e-14,1,0,1,0,1,0,1,0,0,0,1,
1363,,2.7197e-15,1,0,1,0,1,0,1,0,0,1,0,
1364,,1.7283e-16,1,0,1,0,1,0,1,0,0,1,1,
1365,,5.4079e-10,1,0,1,0,1,0,1,0,1,0,0,
1366,,5.604e-13,1,0,1,0,1,0,1,0,1,0,1,
1367,,1.6034e-17,1,0,1,0,1,0,1,0,1,1,0,
1368,,9.4678e-17,1,0,1,0,1,0,1,0,1,1,1,
1369,,5.8126e-14,1,0,1,0,1,0,1,1,0,0,0,
1370,,6.0831e-17,1,0,1,0,1,0,1,1,0,0,1,
1371,,2.7295e-18,1,0,1,0,1,0,1,1,0,1,0,
1372,,5.8768e-18,1,0,1,0,1,0,1,1,0,1,1,
1373,,2.4738e-14,1,0,1,0,1,0,1,1,1,0,0,
1374,,2.5357e-17,1,0,1,0,1,0,1,1,1,0,1,
1375,,6.0404e-21,1,0,1,0,1,0,1,1,1,1,0,
1376,,6.1505e-21,1,0,1,0,1,0,1,1,1,1,1,
1377,,5.8709e-11,1,0,1,0,1,1,0,0,0,0,0,
1378,,1.166e-13,1,0,1,0,1,1,0,0,0,0,1,
1379,,2.7252e-15,1,0,1,0,1,1,0,0,0,1,0,
1380,,5.7329e-18,1,0,1,0,1,1,0,0,0,1,1,
1381,,4.269e-09,1,0,1,0,1,1,0,0,1,0,0,
1382,,4.379e-12,1,0,1,0,1,1,0,0,1,0,1,
1383,,9.0524e-15,1,0,1,0,1,1,0,0,1,1,0,
1384,,1.5877e-17,1,0,1,0,1,1,0,0,1,1,1,
1385,,5.8137e-14,1,0,1,0,1,1,0,1,0,0,0,
1386,,2.035e-16,1,0,1,0,1,1,0,1,0,0,1,
1387,,2.7297e-18,1,0,1,0,1,1,0,1,0,1,0,
1388,,3.8753e-18,1,0,1,0,1,1,0,1,0,1,1,
1389,,3.8739e-14,1,0,1,0,1,1,0,1,1,0,0,
1390,,1.8156e-16,1,0,1,0,1,1,0,1,1,0,1,
1391,,4.0923e-19,1,0,1,0,1,1,0,1,1,1,0,
1392,,7.3679e-21,1,0,1,0,1,1,0,1,1,1,1,
1393,,5.8645e-11,1,0,1,0,1,1,1,0,0,0,0,
1394,,2.9653e-15,1,0,1,0,1,1,1,0,0,0,1,
1395,,1.7377e-13,1,0,1,0,1,1,1,0,0,1,0,
1396,,5.2526e-15,1,0,1,0,1,1,1,0,0,1,1,
1397,,2.731e-09,1,0,1,0,1,1,1,0,1,0,0,
1398,,3.1764e-13,1,0,1,0,1,1,1,0,1,0,1,
1399,,1.32e-13,1,0,1,0,1,1,1,0,1,1,0,
1400,,9.4164e-14,1,0,1,0,1,1,1,0,1,1,1,
1401,,5.8211e-14,1,0,1,0,1,1,1,1,0,0,0,
1402,,2.8945e-18,1,0,1,0,1,1,1,1,0,0,1,
1403,,1.7698e-16,1,0,1,0,1,1,1,1,0,1,0,
1404,,3.1186e-15,1,0,1,0,1,1,1,1,0,1,1,
1405,,2.5265e-14,1,0,1,0,1,1,1,1,1,0,0,
1406,,1.5888e-18,1,0,1,0,1,1,1,1,1,0,1,
1407,,1.9718e-18,1,0,1,0,1,1,1,1,1,1,0,
1408,,4.9717e-18,1,0,1,0,1,1,1,1,1,1,1,
1409,,0.00011518,1,0,1,1,0,0,0,0,0,0,0,
1410,,1.1536e-07,1,0,1,1,0,0,0,0,0,0,1,
1411,,1.1461e-07,1,0,1,1,0,0,0,0,0,1,0,
1412,,2.3015e-10,1,0,1,1,0,0,0,0,0,1,1,
1413,,9.0844e-08,1,0,1,1,0,0,0,0,1,0,0,
1414,,9.0979e-11,1,0,1,1,0,0,0,0,1,0,1,
1415,,9.4937e-12,1,0,1,1,0,0,0,0,1,1,0,
1416,,9.5237e-15,1,0,1,1,0,0,0,0,1,1,1,
1417,,1.1582e-07,1,0,1,1,0,0,0,1,0,0,0,
1418,,3.596e-10,1,0,1,1,0,0,0,1,0,0,1,
1419,,1.2113e-10,1,0,1,1,0,0,0,1,0,1,0,
1420,,1.1637e-07,1,0,1,1,0,0,0,1,0,1,1,
1421,,1.0104e-11,1,0,1,1,0,0,0,1,1,0,0,
1422,,1.3085e-14,1,0,1,1,0,0,0,1,1,0,1,
1423,,6.3103e-15,1,0,1,1,0,0,0,1,1,1,0,
1424,,1.4955e-14,1,0,1,1,0,0,0,1,1,1,1,
1425,,1.1529e-07,1,0,1,1,0,0,1,0,0,0,0,
1426,,1.2592e-10,1,0,1,1,0,0,1,0,0,0,1,
1427,,1.2028e-10,1,0,1,1,0,0,1,0,0,1,0,
1428,,1.0659e-11,1,0,1,1,0,0,1,0,0,1,1,
1429,,9.0945e-11,1,0,1,1,0,0,1,0,1,0,0,
1430,,1.3284e-13,1,0,1,1,0,0,1,0,1,0,1,
1431,,1.0635e-14,1,0,1,1,0,0,1,0,1,1,0,
1432,,1.2113e-16,1,0,1,1,0,0,1,0,1,1,1,
1433,,1.1594e-10,1,0,1,1,0,0,1,1,0,0,0,
1434,,3.6066e-13,1,0,1,1,0,0,1,1,0,0,1,
1435,,1.297e-13,1,0,1,1,0,0,1,1,0,1,0,
1436,,1.7834e-10,1,0,1,1,0,0,1,1,0,1,1,
1437,,1.0115e-14,1,0,1,1,0,0,1,1,1,0,0,
1438,,2.0067e-17,1,0,1,1,0,0,1,1,1,0,1,
1439,,7.6567e-18,1,0,1,1,0,0,1,1,1,1,0,
1440,,1.8309e-17,1,0,1,1,0,0,1,1,1,1,1,
1441,,2.2947e-07,1,0,1,1,0,1,0,0,0,0,0,
1442,,3.4572e-10,1,0,1,1,0,1,0,0,0,0,1,
1443,,1.2493e-10,1,0,1,1,0,1,0,0,0,1,0,
1444,,3.5174e-13,1,0,1,1,0,1,0,0,0,1,1,
1445,,1.4239e-09,1,0,1,1,0,1,0,0,1,0,0,
1446,,1.4748e-12,1,0,1,1,0,1,0,0,1,0,1,
1447,,6.1993e-14,1,0,1,1,0,1,0,0,1,1,0,
1448,,7.8999e-17,1,0,1,1,0,1,0,0,1,1,1,
1449,,1.2091e-10,1,0,1,1,0,1,0,1,0,0,0,
1450,,1.6146e-12,1,0,1,1,0,1,0,1,0,0,1,
1451,,1.2657e-13,1,0,1,1,0,1,0,1,0,1,0,
1452,,1.164e-10,1,0,1,1,0,1,0,1,0,1,1,
1453,,6.2777e-14,1,0,1,1,0,1,0,1,1,0,0,
1454,,1.9236e-16,1,0,1,1,0,1,0,1,1,0,1,
1455,,8.4504e-18,1,0,1,1,0,1,0,1,1,1,0,
1456,,9.8977e-18,1,0,1,1,0,1,0,1,1,1,1,
1457,,1.0547e-09,1,0,1,1,0,1,1,0,0,0,0,
1458,,2.194e-13,1,0,1,1,0,1,1,0,0,0,1,
1459,,1.1525e-07,1,0,1,1,0,1,1,0,0,1,0,
1460,,6.2117e-12,1,0,1,1,0,1,1,0,0,1,1,
1461,,8.6662e-11,1,0,1,1,0,1,1,0,1,0,0,
1462,,1.0806e-13,1,0,1,1,0,1,1,0,1,0,1,
1463,,6.3907e-12,1,0,1,1,0,1,1,0,1,1,0,
1464,,1.0387e-13,1,0,1,1,0,1,1,0,1,1,1,
1465,,2.263e-13,1,0,1,1,0,1,1,1,0,0,0,
1466,,1.9886e-15,1,0,1,1,0,1,1,1,0,0,1,
1467,,1.1701e-10,1,0,1,1,0,1,1,1,0,1,0,
1468,,4.829e-10,1,0,1,1,0,1,1,1,0,1,1,
1469,,4.0237e-15,1,0,1,1,0,1,1,1,1,0,0,
1470,,2.7842e-16,1,0,1,1,0,1,1,1,1,0,1,
1471,,6.6884e-15,1,0,1,1,0,1,1,1,1,1,0,
1472,,3.2055e-15,1,0,1,1,0,1,1,1,1,1,1,
1473,,6.3827e-08,1,0,1,1,1,0,0,0,0,0,0,
1474,,6.3892e-11,1,0,1,1,1,0,0,0,0,0,1,
1475,,8.0179e-12,1,0,1,1,1,0,0,0,0,1,0,
1476,,8.0353e-15,1,0,1,1,1,0,0,0,0,1,1,
1477,,5.4184e-07,1,0,1,1,1,0,0,0,1,0,0,
1478,,5.4238e-10,1,0,1,1,1,0,0,0,1,0,1,
1479,,1.067e-14,1,0,1,1,1,0,0,0,1,1,0,
1480,,1.0684e-17,1,0,1,1,1,0,0,0,1,1,1,
1481,,1.2179e-10,1,0,1,1,1,0,0,1,0,0,0,
1482,,1.2456e-13,1,0,1,1,1,0,0,1,0,0,1,
1483,,1.0804e-14,1,0,1,1,1,0,0,1,0,1,0,
1484,,9.2623e-15,1,0,1,1,1,0,0,1,0,1,1,
1485,,2.5505e-11,1,0,1,1,1,0,0,1,1,0,0,
1486,,2.5531e-14,1,0,1,1,1,0,0,1,1,0,1,
1487,,1.1734e-17,1,0,1,1,1,0,0,1,1,1,0,
1488,,4.2975e-19,1,0,1,1,1,0,0,1,1,1,1,
1489,,6.3894e-11,1,0,1,1,1,0,1,0,0,0,0,
1490,,6.4431e-14,1,0,1,1,1,0,1,0,0,0,1,
1491,,8.2907e-15,1,0,1,1,1,0,1,0,0,1,0,
1492,,9.0793e-18,1,0,1,1,1,0,1,0,0,1,1,
1493,,5.4241e-10,1,0,1,1,1,0,1,0,1,0,0,
1494,,5.4301e-13,1,0,1,1,1,0,1,0,1,0,1,
1495,,1.2885e-17,1,0,1,1,1,0,1,0,1,1,0,
1496,,1.1548e-19,1,0,1,1,1,0,1,0,1,1,1,
1497,,1.2192e-13,1,0,1,1,1,0,1,1,0,0,0,
1498,,1.2471e-16,1,0,1,1,1,0,1,1,0,0,1,
1499,,1.1091e-17,1,0,1,1,1,0,1,1,0,1,0,
1500,,9.5751e-18,1,0,1,1,1,0,1,1,0,1,1,
1501,,2.5532e-14,1,0,1,1,1,0,1,1,1,0,0,
1502,,2.5571e-17,1,0,1,1,1,0,1,1,1,0,1,
1503,,1.2825e-20,1,0,1,1,1,0,1,1,1,1,0,
1504,,4.6708e-22,1,0,1,1,1,0,1,1,1,1,1,
1505,,2.4241e-10,1,0,1,1,1,1,0,0,0,0,0,
1506,,3.0598e-13,1,0,1,1,1,1,0,0,0,0,1,
1507,,1.3466e-14,1,0,1,1,1,1,0,0,0,1,0,
1508,,2.1397e-17,1,0,1,1,1,1,0,0,0,1,1,
1509,,5.6352e-09,1,0,1,1,1,1,0,0,1,0,0,
1510,,5.749e-12,1,0,1,1,1,1,0,0,1,0,1,
1511,,1.4283e-14,1,0,1,1,1,1,0,0,1,1,0,
1512,,1.6936e-17,1,0,1,1,1,1,0,0,1,1,1,
1513,,1.2999e-13,1,0,1,1,1,1,0,1,0,0,0,
1514,,5.3382e-16,1,0,1,1,1,1,0,1,0,0,1,
1515,,1.1302e-17,1,0,1,1,1,1,0,1,0,1,0,
1516,,9.4561e-18,1,0,1,1,1,1,0,1,0,1,1,
1517,,4.8009e-14,1,0,1,1,1,1,0,1,1,0,0,
1518,,3.9176e-16,1,0,1,1,1,1,0,1,1,0,1,
1519,,6.6296e-19,1,0,1,1,1,1,0,1,1,1,0,
1520,,1.6865e-20,1,0,1,1,1,1,0,1,1,1,1,
1521,,5.8991e-11,1,0,1,1,1,1,1,0,0,0,0,
1522,,2.8116e-15,1,0,1,1,1,1,1,0,0,0,1,
1523,,5.5055e-12,1,0,1,1,1,1,1,0,0,1,0,
1524,,3.3387e-16,1,0,1,1,1,1,1,0,0,1,1,
1525,,6.5015e-10,1,0,1,1,1,1,1,0,1,0,0,
1526,,3.05e-14,1,0,1,1,1,1,1,0,1,0,1,
1527,,3.138e-14,1,0,1,1,1,1,1,0,1,1,0,
1528,,1.0503e-16,1,0,1,1,1,1,1,0,1,1,1,
1529,,1.1674e-13,1,0,1,1,1,1,1,1,0,0,0,
1530,,5.8162e-18,1,0,1,1,1,1,1,1,0,0,1,
1531,,5.7325e-15,1,0,1,1,1,1,1,1,0,1,0,
1532,,2.6729e-15,1,0,1,1,1,1,1,1,0,1,1,
1533,,2.5785e-14,1,0,1,1,1,1,1,1,1,0,0,
1534,,1.5586e-18,1,0,1,1,1,1,1,1,1,0,1,
1535,,2.8689e-18,1,0,1,1,1,1,1,1,1,1,0,
1536,,2.997e-19,1,0,1,1,1,1,1,1,1,1,1,
1537,,1.9467e-07,1,1,0,0,0,0,0,0,0,0,0,
1538,,3.2677e-10,1,1,0,0,0,0,0,0,0,0,1,
1539,,8.3324e-11,1,1,0,0,0,0,0,0,0,1,0,
1540,,9.0119e-12,1,1,0,0,0,0,0,0,0,1,1,
1541,,1.4182e-05,1,1,0,0,0,0,0,0,1,0,0,
1542,,1.4196e-08,1,1,0,0,0,0,0,0,1,0,1,
1543,,6.4021e-10,1,1,0,0,0,0,0,0,1,1,0,
1544,,6.413e-13,1,1,0,0,0,0,0,0,1,1,1,
1545,,1.9407e-07,1,1,0,0,0,0,0,1,0,0,0,
1546,,2.3682e-07,1,1,0,0,0,0,0,1,0,0,1,
1547,,2.0271e-10,1,1,0,0,0,0,0,1,0,1,0,
1548,,1.9445e-07,1,1,0,0,0,0,0,1,0,1,1,
1549,,1.451e-08,1,1,0,0,0,0,0,1,1,0,0,
1550,,1.3156e-10,1,1,0,0,0,0,0,1,1,0,1,
1551,,1.0256e-12,1,1,0,0,0,0,0,1,1,1,0,
1552,,8.972e-12,1,1,0,0,0,0,0,1,1,1,1,
1553,,1.9487e-10,1,1,0,0,0,0,1,0,0,0,0,
1554,,6.977e-13,1,1,0,0,0,0,1,0,0,0,1,
1555,,8.8616e-14,1,1,0,0,0,0,1,0,0,1,0,
1556,,3.7803e-12,1,1,0,0,0,0,1,0,0,1,1,
1557,,1.4197e-08,1,1,0,0,0,0,1,0,1,0,0,
1558,,1.9449e-11,1,1,0,0,0,0,1,0,1,0,1,
1559,,6.4184e-13,1,1,0,0,0,0,1,0,1,1,0,
1560,,9.9504e-14,1,1,0,0,0,0,1,0,1,1,1,
1561,,1.9427e-10,1,1,0,0,0,0,1,1,0,0,0,
1562,,2.3706e-10,1,1,0,0,0,0,1,1,0,0,1,
1563,,2.2999e-13,1,1,0,0,0,0,1,1,0,1,0,
1564,,2.2753e-10,1,1,0,0,0,0,1,1,0,1,1,
1565,,1.4525e-11,1,1,0,0,0,0,1,1,1,0,0,
1566,,2.7043e-13,1,1,0,0,0,0,1,1,1,0,1,
1567,,1.7631e-15,1,1,0,0,0,0,1,1,1,1,0,
1568,,1.5069e-14,1,1,0,0,0,0,1,1,1,1,1,
1569,,1.9624e-10,1,1,0,0,0,1,0,0,0,0,0,
1570,,7.1914e-13,1,1,0,0,0,1,0,0,0,0,1,
1571,,8.8609e-14,1,1,0,0,0,1,0,0,0,1,0,
1572,,1.4394e-14,1,1,0,0,0,1,0,0,0,1,1,
1573,,1.4222e-08,1,1,0,0,0,1,0,0,1,0,0,
1574,,4.3281e-11,1,1,0,0,0,1,0,0,1,0,1,
1575,,6.4086e-13,1,1,0,0,0,1,0,0,1,1,0,
1576,,6.4522e-15,1,1,0,0,0,1,0,0,1,1,1,
1577,,1.9428e-10,1,1,0,0,0,1,0,1,0,0,0,
1578,,4.313e-10,1,1,0,0,0,1,0,1,0,0,1,
1579,,2.2869e-13,1,1,0,0,0,1,0,1,0,1,0,
1580,,2.0563e-10,1,1,0,0,0,1,0,1,0,1,1,
1581,,1.4327e-11,1,1,0,0,0,1,0,1,1,0,0,
1582,,1.0621e-12,1,1,0,0,0,1,0,1,1,0,1,
1583,,9.7164e-16,1,1,0,0,0,1,0,1,1,1,0,
1584,,9.3442e-14,1,1,0,0,0,1,0,1,1,1,1,
1585,,2.3292e-10,1,1,0,0,0,1,1,0,0,0,0,
1586,,1.4357e-13,1,1,0,0,0,1,1,0,0,0,1,
1587,,1.1081e-10,1,1,0,0,0,1,1,0,0,1,0,
1588,,1.0582e-10,1,1,0,0,0,1,1,0,0,1,1,
1589,,1.427e-08,1,1,0,0,0,1,1,0,1,0,0,
1590,,2.3238e-10,1,1,0,0,0,1,1,0,1,0,1,
1591,,1.4584e-11,1,1,0,0,0,1,1,0,1,1,0,
1592,,9.4328e-11,1,1,0,0,0,1,1,0,1,1,1,
1593,,6.9792e-13,1,1,0,0,0,1,1,1,0,0,0,
1594,,8.3561e-11,1,1,0,0,0,1,1,1,0,0,1,
1595,,5.6301e-10,1,1,0,0,0,1,1,1,0,1,0,
1596,,2.3696e-07,1,1,0,0,0,1,1,1,0,1,1,
1597,,1.4346e-11,1,1,0,0,0,1,1,1,1,0,0,
1598,,1.3838e-10,1,1,0,0,0,1,1,1,1,0,1,
1599,,1.1492e-12,1,1,0,0,0,1,1,1,1,1,0,
1600,,9.5613e-11,1,1,0,0,0,1,1,1,1,1,1,
1601,,1.411e-07,1,1,0,0,1,0,0,0,0,0,0,
1602,,1.4124e-10,1,1,0,0,1,0,0,0,0,0,1,
1603,,2.7049e-12,1,1,0,0,1,0,0,0,0,1,0,
1604,,3.1102e-15,1,1,0,0,1,0,0,0,0,1,1,
1605,,8.3445e-05,1,1,0,0,1,0,0,0,1,0,0,
1606,,8.3529e-08,1,1,0,0,1,0,0,0,1,0,1,
1607,,8.1809e-13,1,1,0,0,1,0,0,0,1,1,0,
1608,,8.1895e-16,1,1,0,0,1,0,0,0,1,1,1,
1609,,1.4011e-07,1,1,0,0,1,0,0,1,0,0,0,
1610,,1.5099e-10,1,1,0,0,1,0,0,1,0,0,1,
