Attractor #,Associated Cell Fate,Steady State Probability,ATM,p53,Mdm2,MdmX,Wip1,Cyc G, Pten ,p21,AKT,Cyc E,RB,E2f1,p14ARF,BCL-2,Bax,Caspase,
1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,
7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,
8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,
9,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
10,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,
11,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,
12,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,
13,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,
14,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,
15,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,
16,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,
17,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
18,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,
19,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,
20,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,
21,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,
22,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,
23,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,
24,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,
25,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,
26,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,
27,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,
28,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,
29,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,
30,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,
31,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,
32,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,
33,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
34,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,
35,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,
36,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,
37,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,
38,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,
39,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,
40,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,
41,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,
42,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,
43,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,
44,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,
45,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,
46,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,
47,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,
48,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,
49,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,
50,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,
51,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,
52,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,
53,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,
54,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,
55,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,
56,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,
57,,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,
58,,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,
59,,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,
60,,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,
61,,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,
62,,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,
63,,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,
64,,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,
65,Proliferation,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
66,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,
67,Proliferation,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,
68,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,
69,Proliferation,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,
70,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,
71,Proliferation,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,
72,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,
73,Proliferation,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,
74,,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,
75,Proliferation,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,
76,,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,
77,Proliferation,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,
78,,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,
79,Proliferation,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,
80,,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,
81,Proliferation,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,
82,,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,
83,Proliferation,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,
84,,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,
85,Proliferation,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,
86,,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,
87,Proliferation,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,
88,,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,
89,Proliferation,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,
90,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,
91,Proliferation,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,
92,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,
93,Proliferation,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,
94,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,
95,Proliferation,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,
96,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,
97,Proliferation,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,
98,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,
99,Proliferation,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,
100,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,
101,Proliferation,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,
102,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,
103,Proliferation,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,
104,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,
105,Proliferation,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,
106,,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,
107,Proliferation,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,
108,,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,
109,Proliferation,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,
110,,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,
111,Proliferation,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,
112,,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,
113,Proliferation,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,
114,,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,
115,Proliferation,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,
116,,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,
117,Proliferation,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,
118,,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,
119,Proliferation,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,
120,,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,
121,Proliferation,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,
122,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,
123,Proliferation,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,
124,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,
125,Proliferation,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,
126,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,
127,Proliferation,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,
128,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,
129,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
130,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,
131,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,
132,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,
133,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,
134,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,
135,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,
136,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,
137,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,
138,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,
139,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,
140,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,
141,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,
142,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,
143,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,
144,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,
145,,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,
146,,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,
147,,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,
148,,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,
149,,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,
150,,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,
151,,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,
152,,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,
153,,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,
154,,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,
155,,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,
156,,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,
157,,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,
158,,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,
159,,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,
160,,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,
161,,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,
162,,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,
163,,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,
164,,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,
165,,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,
166,,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,
167,,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,
168,,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,
169,,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,
170,,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,
171,,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,
172,,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,
173,,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,
174,,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,
175,,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,
176,,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,
177,,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,
178,,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,
179,,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,
180,,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,
181,,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,
182,,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,
183,,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,
184,,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,
185,,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,
186,,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,
187,,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,
188,,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,
189,,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,
190,,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,
191,,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,
192,,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,
193,Proliferation,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,
194,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,
195,Proliferation,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,
196,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,
197,Proliferation,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,
198,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,
199,Proliferation,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,
200,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,
201,Proliferation,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,
202,,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,
203,Proliferation,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,
204,,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,
205,Proliferation,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,
206,,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,
207,Proliferation,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,
208,,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,
209,Proliferation,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,
210,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,
211,Proliferation,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,
212,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,
213,Proliferation,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,
214,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,
215,Proliferation,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,
216,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,
217,Proliferation,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,
218,,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,
219,Proliferation,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,
220,,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,
221,Proliferation,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,
222,,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,
223,Proliferation,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,
224,,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,
225,Proliferation,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,
226,,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,
227,Proliferation,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,
228,,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,
229,Proliferation,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,
230,,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,
231,Proliferation,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,
232,,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,
233,Proliferation,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,
234,,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,
235,Proliferation,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,
236,,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,
237,Proliferation,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,
238,,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,
239,Proliferation,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,
240,,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,
241,Proliferation,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,
242,,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,
243,Proliferation,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,
244,,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,
245,Proliferation,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,
246,,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,
247,Proliferation,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,
248,,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,
249,Proliferation,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,
250,,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,
251,Proliferation,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,
252,,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,
253,Proliferation,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,
254,,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,
255,Proliferation,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,
256,,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,
257,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
258,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,
259,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,
260,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,
261,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,
262,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,
263,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,
264,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,
265,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,
266,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,
267,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,
268,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,
269,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,
270,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,
271,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,
272,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,
273,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,
274,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,
275,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,
276,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,
277,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,
278,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,
279,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,
280,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,
281,,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,
282,,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,
283,,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,
284,,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,
285,,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,
286,,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,
287,,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,
288,,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,
289,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,
290,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,
291,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,
292,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,
293,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,
294,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,
295,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,
296,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,
297,,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,
298,,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,
299,,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,
300,,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,
301,,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,
302,,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,
303,,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,
304,,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,
305,,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,
306,,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,
307,,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,
308,,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,
309,,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,
310,,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,
311,,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,
312,,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,
313,,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,
314,,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,
315,,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,
316,,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,
317,,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,
318,,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,
319,,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,
320,,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,
321,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,
322,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,
323,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,
324,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,
325,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,
326,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,
327,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,
328,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,
329,,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,
330,,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,
331,,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,
332,,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,
333,,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,
334,,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,
335,,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,
336,,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,
337,,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,
338,,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,
339,,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,
340,,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,
341,,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,
342,,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,
343,,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,
344,,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,
345,,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,
346,,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,
347,,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,
348,,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,
349,,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,
350,,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,
351,,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,
352,,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,
353,,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,
354,,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,
355,,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,
356,,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,
357,,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,
