Attractor #,Associated Cell Fate,Steady State Probability,ATM,p53,Mdm2,MdmX,Wip1,Cyc G, Pten ,p21,AKT,Cyc E,RB,E2f1,p14ARF,BCL-2,Bax,Caspase,
64032,,0,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,
64033,,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,
64034,,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,
64035,,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,
64036,,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,
64037,,0,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,
64038,,0,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,
64039,,0,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0,
64040,,0,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,1,
64041,,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,
64042,,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,
64043,,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,
64044,,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,
64045,,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,
64046,,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,1,
64047,,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,
64048,,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,
64049,,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,
64050,,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1,
64051,,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,
64052,,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,
64053,,0,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,
64054,,0,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,1,
64055,,0,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,
64056,,0,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,1,
64057,,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,
64058,,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,1,
64059,,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,0,
64060,,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,
64061,,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,
64062,,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,
64063,,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,
64064,,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,
64065,Senescence,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,
64066,Apoptosis,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,
64067,Senescence,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,
64068,Apoptosis,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,
64069,Senescence,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,
64070,Apoptosis,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,
64071,Senescence,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,
64072,Apoptosis,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,
64073,Senescence,0,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,
64074,Apoptosis,0,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,
64075,Senescence,0,1,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,
64076,Apoptosis,0,1,1,1,1,1,0,1,0,0,1,0,0,1,0,1,1,
64077,Senescence,0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,
64078,Apoptosis,0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,
64079,Senescence,0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,
64080,Apoptosis,0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,
64081,Senescence,0,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,
64082,Apoptosis,0,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,
64083,Senescence,0,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,
64084,Apoptosis,0,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,
64085,Senescence,0,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,
64086,Apoptosis,0,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,1,
64087,Senescence,0,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1,0,
64088,Apoptosis,0,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,
64089,Senescence,0,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,
64090,Apoptosis,0,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,1,
64091,Senescence,0,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,
64092,Apoptosis,0,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,
64093,Senescence,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,0,
64094,Apoptosis,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,
64095,Senescence,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,
64096,Apoptosis,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,
64097,Senescence,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,
64098,Apoptosis,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,
64099,Senescence,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,
64100,Apoptosis,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1,1,
64101,Senescence,0,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,
64102,Apoptosis,0,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,
64103,Senescence,0,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,
64104,Apoptosis,0,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,
64105,Senescence,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,
64106,Apoptosis,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,1,
64107,Senescence,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,0,
64108,Apoptosis,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,1,
64109,Senescence,0,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,0,
64110,Apoptosis,0,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,
64111,Senescence,0,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,
64112,Apoptosis,0,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,
64113,Senescence,0,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,
64114,Apoptosis,0,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,1,
64115,Senescence,0,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,
64116,Apoptosis,0,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1,
64117,Senescence,0,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,
64118,Apoptosis,0,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,
64119,Senescence,0,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,
64120,Apoptosis,0,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,
64121,Senescence,0,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,
64122,Apoptosis,0,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,1,
64123,Senescence,0,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,
64124,Apoptosis,0,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,
64125,Senescence,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,
64126,Apoptosis,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,
64127,Senescence,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,
64128,Apoptosis,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,
64129,,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,
64130,,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,
64131,,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,
64132,,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,
64133,,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,
64134,,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,
64135,,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,
64136,,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,
64137,,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,
64138,,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,
64139,,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,
64140,,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,1,
64141,,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,
64142,,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,1,
64143,,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,
64144,,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,
64145,,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,
64146,,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,
64147,,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,
64148,,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,1,
64149,,0,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,
64150,,0,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1,
64151,,0,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,0,
64152,,0,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,1,
64153,,0,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,
64154,,0,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1,
64155,,0,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,
64156,,0,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,1,
64157,,0,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0,
64158,,0,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,1,
64159,,0,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0,
64160,,0,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,
64161,,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,
64162,,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,
64163,,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,
64164,,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,1,
64165,,0,1,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,
64166,,0,1,1,1,1,1,0,1,0,1,0,1,0,0,1,0,1,
64167,,0,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0,
64168,,0,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1,1,
64169,,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,
64170,,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,
64171,,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,
64172,,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,
64173,,0,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0,
64174,,0,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,1,
64175,,0,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,0,
64176,,0,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,
64177,,0,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,
64178,,0,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,
64179,,0,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,0,
64180,,0,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,1,
64181,,0,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,
64182,,0,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,
64183,,0,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,
64184,,0,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,
64185,,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,
64186,,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,1,
64187,,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,
64188,,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,
64189,,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,
64190,,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,
64191,,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,
64192,,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,
64193,Senescence,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,
64194,Apoptosis,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,
64195,Senescence,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,
64196,Apoptosis,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,
64197,Senescence,0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,
64198,Apoptosis,0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,1,
64199,Senescence,0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,
64200,Apoptosis,0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1,
64201,Senescence,0,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,
64202,Apoptosis,0,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,
64203,Senescence,0,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,
64204,Apoptosis,0,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,
64205,Senescence,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,
64206,Apoptosis,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,
64207,Senescence,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,
64208,Apoptosis,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,
64209,Senescence,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,
64210,Apoptosis,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,1,
64211,Senescence,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0,
64212,Apoptosis,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1,
64213,Senescence,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,
64214,Apoptosis,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,
64215,Senescence,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,
64216,Apoptosis,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,
64217,Senescence,0,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,
64218,Apoptosis,0,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,1,
64219,Senescence,0,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,0,
64220,Apoptosis,0,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,
64221,Senescence,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,
64222,Apoptosis,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,
64223,Senescence,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,
64224,Apoptosis,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,
64225,Senescence,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,
64226,Apoptosis,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,
64227,Senescence,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,
64228,Apoptosis,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,
64229,Senescence,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,
64230,Apoptosis,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,
64231,Senescence,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,
64232,Apoptosis,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,
64233,Senescence,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,
64234,Apoptosis,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,1,
64235,Senescence,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,
64236,Apoptosis,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,
64237,Senescence,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,
64238,Apoptosis,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,
64239,Senescence,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,
64240,Apoptosis,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,
64241,Senescence,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,
64242,Apoptosis,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,
64243,Senescence,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,
64244,Apoptosis,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,
64245,Senescence,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,
64246,Apoptosis,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,
64247,Senescence,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,
64248,Apoptosis,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,
64249,Senescence,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,
64250,Apoptosis,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,
64251,Senescence,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,
64252,Apoptosis,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,
64253,Senescence,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,
64254,Apoptosis,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,
64255,Senescence,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,
64256,Apoptosis,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,
64257,Senescence,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,
64258,Apoptosis,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,
64259,Senescence,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,
64260,Apoptosis,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,
64261,Senescence,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,
64262,Apoptosis,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,
64263,Senescence,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,
64264,Apoptosis,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,
64265,Senescence,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,
64266,Apoptosis,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,
64267,Senescence,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,
64268,Apoptosis,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1,
64269,Senescence,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,
64270,Apoptosis,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,
64271,Senescence,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,
64272,Apoptosis,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,
64273,Senescence,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,
64274,Apoptosis,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,
64275,Senescence,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,
64276,Apoptosis,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,
64277,Senescence,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,
64278,Apoptosis,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,1,
64279,Senescence,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,
64280,Apoptosis,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,
64281,Senescence,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,
64282,Apoptosis,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,
64283,Senescence,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,0,
64284,Apoptosis,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,
64285,Senescence,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,
64286,Apoptosis,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,
64287,Senescence,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,
64288,Apoptosis,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,
64289,Senescence,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,
64290,Apoptosis,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,
64291,Senescence,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,
64292,Apoptosis,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,1,
64293,Senescence,0,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,
64294,Apoptosis,0,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,
64295,Senescence,0,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,
64296,Apoptosis,0,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,
64297,Senescence,0,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,
64298,Apoptosis,0,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,
64299,Senescence,0,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,
64300,Apoptosis,0,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1,
64301,Senescence,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,
64302,Apoptosis,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,1,
64303,Senescence,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,
64304,Apoptosis,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,
64305,Senescence,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,
64306,Apoptosis,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,
64307,Senescence,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0,
64308,Apoptosis,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,
64309,Senescence,0,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,
64310,Apoptosis,0,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,1,
64311,Senescence,0,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,
64312,Apoptosis,0,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,
64313,Senescence,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,
64314,Apoptosis,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,1,
64315,Senescence,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,
64316,Apoptosis,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,
64317,Senescence,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,
64318,Apoptosis,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,
64319,Senescence,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,
64320,Apoptosis,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,
64321,,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,
64322,,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,
64323,,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,
64324,,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,
64325,,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,
64326,,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,1,
64327,,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,
64328,,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,
64329,,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,
64330,,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,
64331,,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0,
64332,,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,1,
64333,,0,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,
64334,,0,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,
64335,,0,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,
64336,,0,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,
64337,,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,
64338,,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,
64339,,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,
64340,,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1,
64341,,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,
64342,,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,
64343,,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,
64344,,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,
64345,,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,
64346,,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,
64347,,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,
64348,,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,
64349,,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,
64350,,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,
64351,,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,
64352,,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,
64353,,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,
64354,,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,
64355,,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,
64356,,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,
64357,,0,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,
64358,,0,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,
64359,,0,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,
64360,,0,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,
64361,,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,
64362,,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,
